"process_date","processor","lake_code","lake_name","trawl_date","start_time","end_time","duration_mi","depth_m","trawl_number","fish_total","fish_id","species_code","fish_description","fish_length_mm","fish_weight_g","weight_conversion_formula","preservative_code","preservative_description","sample_number","sas_scale","sas_scale_book","age","aging_technique","aging_technique_name","source_file","comment","standardized_weight_g","species_code_comment","program_notes","trawl_unique_ID","fish_unique_ID","trawl_month","ats_year","start_time.dat","end_time.dat","scale","scale_book","source_file.dat","source_line","sample_type","trawl_location","trawl_number_comment","trawl_date_comment","time_comment","preservative_code_comment","depth_m_comment","start_time.sas","end_time.sas","source_file.sas",".joyn","scale_book_letter"
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,183,7,"Sockeye (Fry)",32,0.1,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.12,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_183_0.1_32",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,184,7,"Sockeye (Fry)",34,0.24,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_184_0.24_34",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34871,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,184,7,"Sockeye (Fry)",34,0.24,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.28,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_184_0.24_34",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,185,7,"Sockeye (Fry)",34,0.11,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_185_0.11_34",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34875,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,185,7,"Sockeye (Fry)",34,0.11,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.13,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_185_0.11_34",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,186,7,"Sockeye (Fry)",33,0.16,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_186_0.16_33",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34879,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,186,7,"Sockeye (Fry)",33,0.16,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.18,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_186_0.16_33",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,187,7,"Sockeye (Fry)",29,0.11,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_187_0.11_29",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34883,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,187,7,"Sockeye (Fry)",29,0.11,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.13,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_187_0.11_29",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,188,7,"Sockeye (Fry)",29,0.1,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_188_0.1_29",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34887,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,188,7,"Sockeye (Fry)",29,0.1,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.12,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_188_0.1_29",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,189,7,"Sockeye (Fry)",31,0.14,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_189_0.14_31",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34891,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,189,7,"Sockeye (Fry)",31,0.14,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.16,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_189_0.14_31",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,30,18,7,"Sockeye (Fry)",30,0.2,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_18_0.2_30",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",33969,"NET","100'BS.1635.SITE 3.PEBBLE.NO TIME OR DURATION TIME.NO DEPTH.",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,18,7,"Sockeye (Fry)",30,0.2,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.23,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_18_0.2_30",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,18,7,"Sockeye (Fry)",38,0.34,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_18_0.34_38",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34207,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,18,7,"Sockeye (Fry)",38,0.34,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.39,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_18_0.34_38",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,190,7,"Sockeye (Fry)",28,0.07,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_190_0.07_28",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34895,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,190,7,"Sockeye (Fry)",28,0.07,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.08,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_190_0.07_28",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,191,7,"Sockeye (Fry)",31,0.14,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_191_0.14_31",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34899,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,191,7,"Sockeye (Fry)",31,0.14,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.16,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_191_0.14_31",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,192,7,"Sockeye (Fry)",34,0.18,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_192_0.18_34",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34903,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,192,7,"Sockeye (Fry)",34,0.18,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.21,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_192_0.18_34",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,193,7,"Sockeye (Fry)",34,0.22,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_193_0.22_34",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34907,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,193,7,"Sockeye (Fry)",34,0.22,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.25,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_193_0.22_34",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,194,7,"Sockeye (Fry)",34,0.14,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_194_0.14_34",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34911,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,194,7,"Sockeye (Fry)",34,0.14,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.16,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_194_0.14_34",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,195,7,"Sockeye (Fry)",36,0.3,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_195_0.3_36",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34915,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,195,7,"Sockeye (Fry)",36,0.3,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.35,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_195_0.3_36",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,196,7,"Sockeye (Fry)",34,0.19,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_196_0.19_34",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34919,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,196,7,"Sockeye (Fry)",34,0.19,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.22,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_196_0.19_34",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,197,7,"Sockeye (Fry)",38,0.28,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_197_0.28_38",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34923,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,197,7,"Sockeye (Fry)",38,0.28,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.32,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_197_0.28_38",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,198,7,"Sockeye (Fry)",39,0.29,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_198_0.29_39",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34927,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,198,7,"Sockeye (Fry)",39,0.29,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.33,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_198_0.29_39",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,199,7,"Sockeye (Fry)",34,0.16,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_199_0.16_34",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34931,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,199,7,"Sockeye (Fry)",34,0.16,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.18,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_199_0.16_34",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,30,19,7,"Sockeye (Fry)",35,0.29,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_19_0.29_35",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",33973,"NET","100'BS.1635.SITE 3.PEBBLE.NO TIME OR DURATION TIME.NO DEPTH.",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,19,7,"Sockeye (Fry)",35,0.29,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.33,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_19_0.29_35",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,19,7,"Sockeye (Fry)",39,0.39,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_19_0.39_39",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34211,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,19,7,"Sockeye (Fry)",39,0.39,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.45,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_19_0.39_39",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,30,1,7,"Sockeye (Fry)",32,0.17,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_1_0.17_32",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",33901,"NET","100'BS.1635.SITE 3.PEBBLE.NO TIME OR DURATION TIME.NO DEPTH.",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,1,7,"Sockeye (Fry)",32,0.17,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.2,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_1_0.17_32",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,1,7,"Sockeye (Fry)",36,0.26,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_1_0.26_36",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34139,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x","A"
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,1,7,"Sockeye (Fry)",36,0.26,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"A",NA,NA,NA,NA,"",0.3,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_1_0.26_36",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
"1992-01-28","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,206,200,7,"Sockeye (Fry)",28,0.1,"std weight = weight/0.868429",2,"70% ETOH/5weeks","2",NA,NA,NA,NA,NA,NA,NA,NA,"SOCKEYE (FRY)","AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_200_0.1_28",7,1991,"99:99:00",NA,NA,"0","TRAWL91.dat",34935,"NET","100' B.S.1530.SITE 4 BACKWATER AREA GRAVEL PEBBLE BEACH.TIME?DURATION?DEPTH?SEE P/O FOR FISH",NA,NA,NA,"70% OH - WGHD AFTER 5 WKS",NA,NA,NA,NA,"x",""
"1992-01-29","37",67,"Trapper Lk","1991-07-17",NA,NA,"99",99,1,183,200,7,"Sockeye (Fry)",28,0.1,"std weight = weight/0.868429",2,"70% ETOH/5weeks",NA,0,"",NA,NA,NA,NA,"",0.12,NA,"AA - Living Data Program - 2025","1991-07-17_67_1_99","1991-07-17_67_1_99_7_200_0.1_28",7,1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"100:38:24.00000",NA,"trawl91.sas7bdat","y",NA
