Stratum,Area,Transect,Length,Lake,LakeCode
05-Mar,1635,Transect13,2100,Skaha_2007,2007
05-Mar,1635,Transect14,2700,Skaha_2007,2007
05-Mar,1635,Transect15,2700,Skaha_2007,2007
10-May,1503,Transect1,2254,Skaha_2007,2007
10-May,1503,Transect2,1710,Skaha_2007,2007
10-May,1503,Transect3,1782,Skaha_2007,2007
10-May,1503,Transect4,581,Skaha_2007,2007
10-May,1503,Transect5,3021,Skaha_2007,2007
10-May,1503,Transect6,2630,Skaha_2007,2007
10-May,1503,Transect7,2464,Skaha_2007,2007
10-May,1503,Transect8,1834,Skaha_2007,2007
10-May,1503,Transect9,2657,Skaha_2007,2007
10-May,1503,Transect10,1260,Skaha_2007,2007
10-May,1503,Transect11,786,Skaha_2007,2007
10-May,1503,Transect12,2000,Skaha_2007,2007
10-May,1503,Transect13,2100,Skaha_2007,2007
10-May,1503,Transect14,2700,Skaha_2007,2007
10-May,1503,Transect15,2700,Skaha_2007,2007
15-Oct,1342,Transect1,2088,Skaha_2007,2007
15-Oct,1342,Transect2,1674,Skaha_2007,2007
15-Oct,1342,Transect3,1712,Skaha_2007,2007
15-Oct,1342,Transect4,540,Skaha_2007,2007
15-Oct,1342,Transect5,2944,Skaha_2007,2007
15-Oct,1342,Transect6,2571,Skaha_2007,2007
15-Oct,1342,Transect7,2377,Skaha_2007,2007
15-Oct,1342,Transect8,1671,Skaha_2007,2007
15-Oct,1342,Transect9,2468,Skaha_2007,2007
15-Oct,1342,Transect10,1222,Skaha_2007,2007
15-Oct,1342,Transect11,611,Skaha_2007,2007
15-Oct,1342,Transect12,1973,Skaha_2007,2007
15-Oct,1342,Transect13,2006,Skaha_2007,2007
15-Oct,1342,Transect14,2629,Skaha_2007,2007
15-Oct,1342,Transect15,2700,Skaha_2007,2007
15-20,1129,Transect1,1902,Skaha_2007,2007
15-20,1129,Transect2,1624,Skaha_2007,2007
15-20,1129,Transect3,1522,Skaha_2007,2007
15-20,1129,Transect4,487,Skaha_2007,2007
15-20,1129,Transect5,2732,Skaha_2007,2007
15-20,1129,Transect6,2360,Skaha_2007,2007
15-20,1129,Transect7,2196,Skaha_2007,2007
15-20,1129,Transect8,1146,Skaha_2007,2007
15-20,1129,Transect9,2158,Skaha_2007,2007
15-20,1129,Transect10,1176,Skaha_2007,2007
15-20,1129,Transect11,546,Skaha_2007,2007
15-20,1129,Transect12,1635,Skaha_2007,2007
15-20,1129,Transect13,1936,Skaha_2007,2007
15-20,1129,Transect14,2414,Skaha_2007,2007
15-20,1129,Transect15,2569,Skaha_2007,2007
20-30,929,Transect1,1822,Skaha_2007,2007
20-30,929,Transect2,1548,Skaha_2007,2007
20-30,929,Transect3,1410,Skaha_2007,2007
20-30,929,Transect4,346,Skaha_2007,2007
20-30,929,Transect5,2623,Skaha_2007,2007
20-30,929,Transect6,2252,Skaha_2007,2007
20-30,929,Transect7,2015,Skaha_2007,2007
20-30,929,Transect8,1095,Skaha_2007,2007
20-30,929,Transect9,1925,Skaha_2007,2007
20-30,929,Transect10,700,Skaha_2007,2007
20-30,929,Transect11,487,Skaha_2007,2007
20-30,929,Transect12,1342,Skaha_2007,2007
20-30,929,Transect13,1818,Skaha_2007,2007
20-30,929,Transect14,2314,Skaha_2007,2007
20-30,929,Transect15,2450,Skaha_2007,2007
30-40,736,Transect1,1591,Skaha_2007,2007
30-40,736,Transect2,1426,Skaha_2007,2007
30-40,736,Transect3,1224,Skaha_2007,2007
30-40,736,Transect4,0,Skaha_2007,2007
30-40,736,Transect5,2360,Skaha_2007,2007
30-40,736,Transect6,2004,Skaha_2007,2007
30-40,736,Transect7,1268,Skaha_2007,2007
30-40,736,Transect8,560,Skaha_2007,2007
30-40,736,Transect9,1719,Skaha_2007,2007
30-40,736,Transect10,0,Skaha_2007,2007
30-40,736,Transect11,385,Skaha_2007,2007
30-40,736,Transect12,384,Skaha_2007,2007
30-40,736,Transect13,1443,Skaha_2007,2007
30-40,736,Transect14,1900,Skaha_2007,2007
30-40,736,Transect15,1998,Skaha_2007,2007
40-50,664,Transect1,1242,Skaha_2007,2007
40-50,664,Transect2,1246,Skaha_2007,2007
40-50,664,Transect3,791,Skaha_2007,2007
40-50,664,Transect4,0,Skaha_2007,2007
40-50,664,Transect5,2128,Skaha_2007,2007
40-50,664,Transect6,1474,Skaha_2007,2007
40-50,664,Transect7,0,Skaha_2007,2007
40-50,664,Transect8,0,Skaha_2007,2007
40-50,664,Transect9,1159,Skaha_2007,2007
40-50,664,Transect10,0,Skaha_2007,2007
40-50,664,Transect11,0,Skaha_2007,2007
40-50,664,Transect12,0,Skaha_2007,2007
40-50,664,Transect13,1079,Skaha_2007,2007
40-50,664,Transect14,1386,Skaha_2007,2007
40-50,664,Transect15,345,Skaha_2007,2007
50-60,351,Transect1,0,Skaha_2007,2007
50-60,351,Transect2,674,Skaha_2007,2007
50-60,351,Transect3,0,Skaha_2007,2007
50-60,351,Transect4,0,Skaha_2007,2007
50-60,351,Transect5,1095,Skaha_2007,2007
50-60,351,Transect6,108,Skaha_2007,2007
50-60,351,Transect7,0,Skaha_2007,2007
50-60,351,Transect8,0,Skaha_2007,2007
50-60,351,Transect9,0,Skaha_2007,2007
50-60,351,Transect10,0,Skaha_2007,2007
50-60,351,Transect11,0,Skaha_2007,2007
50-60,351,Transect12,0,Skaha_2007,2007
50-60,351,Transect13,0,Skaha_2007,2007
50-60,351,Transect14,0,Skaha_2007,2007
50-60,351,Transect15,0,Skaha_2007,2007
60-70,0,Transect1,0,Skaha_2007,2007
60-70,0,Transect2,0,Skaha_2007,2007
60-70,0,Transect3,0,Skaha_2007,2007
60-70,0,Transect4,0,Skaha_2007,2007
60-70,0,Transect5,0,Skaha_2007,2007
60-70,0,Transect6,0,Skaha_2007,2007
60-70,0,Transect7,0,Skaha_2007,2007
60-70,0,Transect8,0,Skaha_2007,2007
60-70,0,Transect9,0,Skaha_2007,2007
60-70,0,Transect10,0,Skaha_2007,2007
60-70,0,Transect11,0,Skaha_2007,2007
60-70,0,Transect12,0,Skaha_2007,2007
60-70,0,Transect13,0,Skaha_2007,2007
60-70,0,Transect14,0,Skaha_2007,2007
60-70,0,Transect15,0,Skaha_2007,2007
05-Feb,174.1,Transect1,352.9,Sustut,225
05-Feb,174.1,Transect2,409,Sustut,225
05-Feb,174.1,Transect3,440.5,Sustut,225
05-Feb,174.1,Transect4,392.1,Sustut,225
05-Feb,174.1,Transect5,276.5,Sustut,225
05-Mar,174.1,Transect1,353.9,Sustut,225
05-Mar,174.1,Transect2,409,Sustut,225
05-Mar,174.1,Transect3,440.5,Sustut,225
05-Mar,174.1,Transect4,392.1,Sustut,225
05-Mar,174.1,Transect5,276.5,Sustut,225
10-May,88.5,Transect1,161.4,Sustut,225
10-May,88.5,Transect2,176.1,Sustut,225
10-May,88.5,Transect3,333.4,Sustut,225
10-May,88.5,Transect4,164.7,Sustut,225
10-May,88.5,Transect5,111.4,Sustut,225
15-Oct,19.5,Transect1,0,Sustut,225
15-Oct,19.5,Transect2,0,Sustut,225
15-Oct,19.5,Transect3,197.2,Sustut,225
15-Oct,19.5,Transect4,0,Sustut,225
15-Oct,19.5,Transect5,0,Sustut,225
15-20,6,Transect1,0,Sustut,225
15-20,6,Transect2,0,Sustut,225
15-20,6,Transect3,71.3,Sustut,225
15-20,6,Transect4,0,Sustut,225
15-20,6,Transect5,0,Sustut,225
05-Feb,243,Transect1,643,Schoen,24
05-Feb,243,Transect2,945,Schoen,24
05-Feb,243,Transect3,399,Schoen,24
05-Feb,243,Transect4,805,Schoen,24
05-Mar,243,Transect1,643,Schoen,24
05-Mar,243,Transect2,945,Schoen,24
05-Mar,243,Transect3,399,Schoen,24
05-Mar,243,Transect4,805,Schoen,24
10-May,224,Transect1,614,Schoen,24
10-May,224,Transect2,902,Schoen,24
10-May,224,Transect3,399,Schoen,24
10-May,224,Transect4,795,Schoen,24
15-Oct,208,Transect1,614,Schoen,24
15-Oct,208,Transect2,807,Schoen,24
15-Oct,208,Transect3,368,Schoen,24
15-Oct,208,Transect4,786,Schoen,24
15-20,196,Transect1,595,Schoen,24
15-20,196,Transect2,687,Schoen,24
15-20,196,Transect3,345,Schoen,24
15-20,196,Transect4,776,Schoen,24
20-30,172,Transect1,538,Schoen,24
20-30,172,Transect2,601,Schoen,24
20-30,172,Transect3,322,Schoen,24
20-30,172,Transect4,701,Schoen,24
30-40,137,Transect1,336,Schoen,24
30-40,137,Transect2,472,Schoen,24
30-40,137,Transect3,238,Schoen,24
30-40,137,Transect4,634,Schoen,24
40-50,83,Transect1,0,Schoen,24
40-50,83,Transect2,412,Schoen,24
40-50,83,Transect3,184,Schoen,24
40-50,83,Transect4,549,Schoen,24
50-60,32,Transect1,0,Schoen,24
50-60,32,Transect2,0,Schoen,24
50-60,32,Transect3,138,Schoen,24
50-60,32,Transect4,454,Schoen,24
05-Feb,378,Transect1,801,Skidegate,156
05-Feb,378,Transect2,1770,Skidegate,156
05-Feb,378,Transect3,864,Skidegate,156
05-Feb,378,Transect4,1957,Skidegate,156
05-Feb,378,Transect5,926,Skidegate,156
05-Feb,378,Transect6,1490,Skidegate,156
05-Feb,378,Transect7,1037,Skidegate,156
05-Mar,378,Transect1,801,Skidegate,156
05-Mar,378,Transect2,1770,Skidegate,156
05-Mar,378,Transect3,864,Skidegate,156
05-Mar,378,Transect4,1957,Skidegate,156
05-Mar,378,Transect5,926,Skidegate,156
05-Mar,378,Transect6,1490,Skidegate,156
05-Mar,378,Transect7,1037,Skidegate,156
10-May,314,Transect1,724,Skidegate,156
10-May,314,Transect2,1606,Skidegate,156
10-May,314,Transect3,844,Skidegate,156
10-May,314,Transect4,1919,Skidegate,156
10-May,314,Transect5,858,Skidegate,156
10-May,314,Transect6,1422,Skidegate,156
10-May,314,Transect7,1015,Skidegate,156
15-Oct,235,Transect1,166,Skidegate,156
15-Oct,235,Transect2,1340,Skidegate,156
15-Oct,235,Transect3,725,Skidegate,156
15-Oct,235,Transect4,1473,Skidegate,156
15-Oct,235,Transect5,573,Skidegate,156
15-Oct,235,Transect6,1252,Skidegate,156
15-Oct,235,Transect7,827,Skidegate,156
15-20,188,Transect1,0,Skidegate,156
15-20,188,Transect2,1130,Skidegate,156
15-20,188,Transect3,387,Skidegate,156
15-20,188,Transect4,638,Skidegate,156
15-20,188,Transect5,164,Skidegate,156
15-20,188,Transect6,0,Skidegate,156
15-20,188,Transect7,630,Skidegate,156
05-Feb,211,Transect1,486,Skidegate,155
05-Feb,211,Transect2,780,Skidegate,155
05-Feb,211,Transect3,1012,Skidegate,155
05-Mar,211,Transect1,486,Skidegate,155
05-Mar,211,Transect2,780,Skidegate,155
05-Mar,211,Transect3,1012,Skidegate,155
10-May,148,Transect1,388,Skidegate,155
10-May,148,Transect2,373,Skidegate,155
10-May,148,Transect3,845,Skidegate,155
05-Feb,1593,Transect1,976,Swan,13
05-Feb,1593,Transect2,1658,Swan,13
05-Feb,1593,Transect3,1236,Swan,13
05-Feb,1593,Transect4,755,Swan,13
05-Feb,1593,Transect5,2419,Swan,13
05-Feb,1593,Transect6,451,Swan,13
05-Feb,1593,Transect7,641,Swan,13
05-Feb,1593,Transect8,913,Swan,13
05-Mar,1593,Transect1,976,Swan,13
05-Mar,1593,Transect2,1658,Swan,13
05-Mar,1593,Transect3,1236,Swan,13
05-Mar,1593,Transect4,755,Swan,13
05-Mar,1593,Transect5,2419,Swan,13
05-Mar,1593,Transect6,451,Swan,13
05-Mar,1593,Transect7,641,Swan,13
05-Mar,1593,Transect8,913,Swan,13
10-May,1414,Transect1,976,Swan,13
10-May,1414,Transect2,1514,Swan,13
10-May,1414,Transect3,1044,Swan,13
10-May,1414,Transect4,737,Swan,13
10-May,1414,Transect5,2419,Swan,13
10-May,1414,Transect6,451,Swan,13
10-May,1414,Transect7,572,Swan,13
10-May,1414,Transect8,747,Swan,13
15-Oct,1190,Transect1,953,Swan,13
15-Oct,1190,Transect2,1357,Swan,13
15-Oct,1190,Transect3,760,Swan,13
15-Oct,1190,Transect4,704,Swan,13
15-Oct,1190,Transect5,2059,Swan,13
15-Oct,1190,Transect6,299,Swan,13
15-Oct,1190,Transect7,412,Swan,13
15-Oct,1190,Transect8,609,Swan,13
15-20,966,Transect1,929,Swan,13
15-20,966,Transect2,1136,Swan,13
15-20,966,Transect3,557,Swan,13
15-20,966,Transect4,681,Swan,13
15-20,966,Transect5,1975,Swan,13
15-20,966,Transect6,260,Swan,13
15-20,966,Transect7,356,Swan,13
15-20,966,Transect8,435,Swan,13
20-30,704,Transect1,901,Swan,13
20-30,704,Transect2,1006,Swan,13
20-30,704,Transect3,387,Swan,13
20-30,704,Transect4,565,Swan,13
20-30,704,Transect5,1607,Swan,13
20-30,704,Transect6,114,Swan,13
20-30,704,Transect7,225,Swan,13
20-30,704,Transect8,225,Swan,13
30-40,405,Transect1,677,Swan,13
30-40,405,Transect2,721,Swan,13
30-40,405,Transect3,162,Swan,13
30-40,405,Transect4,444,Swan,13
30-40,405,Transect5,1060,Swan,13
30-40,405,Transect6,0,Swan,13
30-40,405,Transect7,140,Swan,13
30-40,405,Transect8,0,Swan,13
40-50,195,Transect1,539,Swan,13
40-50,195,Transect2,534,Swan,13
40-50,195,Transect3,30,Swan,13
40-50,195,Transect4,303,Swan,13
40-50,195,Transect5,756,Swan,13
40-50,195,Transect6,0,Swan,13
40-50,195,Transect7,0,Swan,13
40-50,195,Transect8,0,Swan,13
50-60,76,Transect1,0,Swan,13
50-60,76,Transect2,296,Swan,13
50-60,76,Transect3,0,Swan,13
50-60,76,Transect4,141,Swan,13
50-60,76,Transect5,170,Swan,13
50-60,76,Transect6,0,Swan,13
50-60,76,Transect7,0,Swan,13
50-60,76,Transect8,0,Swan,13
05-Feb,460,Transect1,384,TAHLTAN,64
05-Feb,460,Transect2,588,TAHLTAN,64
05-Feb,460,Transect3,1145,TAHLTAN,64
05-Feb,460,Transect4,703,TAHLTAN,64
05-Feb,460,Transect5,855,TAHLTAN,64
05-Feb,460,Transect6,632,TAHLTAN,64
05-Feb,460,Transect7,630,TAHLTAN,64
05-Feb,460,Transect8,495,TAHLTAN,64
05-Feb,460,Transect9,1054,TAHLTAN,64
05-Feb,460,Transect10,612,TAHLTAN,64
05-Feb,460,Transect11,1017,TAHLTAN,64
05-Feb,460,Transect12,748,TAHLTAN,64
05-Feb,460,Transect13,1244,TAHLTAN,64
05-Feb,460,Transect14,1090,TAHLTAN,64
05-Mar,460,Transect1,384,TAHLTAN,64
05-Mar,460,Transect2,588,TAHLTAN,64
05-Mar,460,Transect3,1145,TAHLTAN,64
05-Mar,460,Transect4,703,TAHLTAN,64
05-Mar,460,Transect5,855,TAHLTAN,64
05-Mar,460,Transect6,632,TAHLTAN,64
05-Mar,460,Transect7,630,TAHLTAN,64
05-Mar,460,Transect8,495,TAHLTAN,64
05-Mar,460,Transect9,1054,TAHLTAN,64
05-Mar,460,Transect10,612,TAHLTAN,64
05-Mar,460,Transect11,1017,TAHLTAN,64
05-Mar,460,Transect12,748,TAHLTAN,64
05-Mar,460,Transect13,1244,TAHLTAN,64
05-Mar,460,Transect14,1090,TAHLTAN,64
10-May,402,Transect1,356,TAHLTAN,64
10-May,402,Transect2,563,TAHLTAN,64
10-May,402,Transect3,1058,TAHLTAN,64
10-May,402,Transect4,644,TAHLTAN,64
10-May,402,Transect5,816,TAHLTAN,64
10-May,402,Transect6,551,TAHLTAN,64
10-May,402,Transect7,562,TAHLTAN,64
10-May,402,Transect8,446,TAHLTAN,64
10-May,402,Transect9,1008,TAHLTAN,64
10-May,402,Transect10,239,TAHLTAN,64
10-May,402,Transect11,982,TAHLTAN,64
10-May,402,Transect12,699,TAHLTAN,64
10-May,402,Transect13,1201,TAHLTAN,64
10-May,402,Transect14,1049,TAHLTAN,64
15-Oct,345,Transect1,325,TAHLTAN,64
15-Oct,345,Transect2,525,TAHLTAN,64
15-Oct,345,Transect3,911,TAHLTAN,64
15-Oct,345,Transect4,620,TAHLTAN,64
15-Oct,345,Transect5,789,TAHLTAN,64
15-Oct,345,Transect6,425,TAHLTAN,64
15-Oct,345,Transect7,502,TAHLTAN,64
15-Oct,345,Transect8,410,TAHLTAN,64
15-Oct,345,Transect9,885,TAHLTAN,64
15-Oct,345,Transect10,206,TAHLTAN,64
15-Oct,345,Transect11,952,TAHLTAN,64
15-Oct,345,Transect12,648,TAHLTAN,64
15-Oct,345,Transect13,1061,TAHLTAN,64
15-Oct,345,Transect14,1005,TAHLTAN,64
15-20,296,Transect1,293,TAHLTAN,64
15-20,296,Transect2,502,TAHLTAN,64
15-20,296,Transect3,880,TAHLTAN,64
15-20,296,Transect4,581,TAHLTAN,64
15-20,296,Transect5,542,TAHLTAN,64
15-20,296,Transect6,400,TAHLTAN,64
15-20,296,Transect7,450,TAHLTAN,64
15-20,296,Transect8,342,TAHLTAN,64
15-20,296,Transect9,735,TAHLTAN,64
15-20,296,Transect10,0,TAHLTAN,64
15-20,296,Transect11,933,TAHLTAN,64
15-20,296,Transect12,627,TAHLTAN,64
15-20,296,Transect13,955,TAHLTAN,64
15-20,296,Transect14,0,TAHLTAN,64
20-30,235,Transect1,259,TAHLTAN,64
20-30,235,Transect2,462,TAHLTAN,64
20-30,235,Transect3,826,TAHLTAN,64
20-30,235,Transect4,545,TAHLTAN,64
20-30,235,Transect5,436,TAHLTAN,64
20-30,235,Transect6,0,TAHLTAN,64
20-30,235,Transect7,0,TAHLTAN,64
20-30,235,Transect8,0,TAHLTAN,64
20-30,235,Transect9,0,TAHLTAN,64
20-30,235,Transect10,0,TAHLTAN,64
20-30,235,Transect11,789,TAHLTAN,64
20-30,235,Transect12,593,TAHLTAN,64
20-30,235,Transect13,825,TAHLTAN,64
20-30,235,Transect14,0,TAHLTAN,64
30-40,144,Transect1,204,TAHLTAN,64
30-40,144,Transect2,0,TAHLTAN,64
30-40,144,Transect3,593,TAHLTAN,64
30-40,144,Transect4,479,TAHLTAN,64
30-40,144,Transect5,345,TAHLTAN,64
30-40,144,Transect6,0,TAHLTAN,64
30-40,144,Transect7,0,TAHLTAN,64
30-40,144,Transect8,0,TAHLTAN,64
30-40,144,Transect9,0,TAHLTAN,64
30-40,144,Transect10,0,TAHLTAN,64
30-40,144,Transect11,204,TAHLTAN,64
30-40,144,Transect12,475,TAHLTAN,64
30-40,144,Transect13,429,TAHLTAN,64
30-40,144,Transect14,0,TAHLTAN,64
05-Feb,2948,Transect1,1511,Tuya,175
05-Feb,2948,Transect2,2191,Tuya,175
05-Feb,2948,Transect3,3105,Tuya,175
05-Feb,2948,Transect4,2251,Tuya,175
05-Feb,2948,Transect5,2647,Tuya,175
05-Feb,2948,Transect6,873,Tuya,175
05-Feb,2948,Transect7,1214,Tuya,175
05-Feb,2948,Transect8,1215,Tuya,175
05-Feb,2948,Transect9,1779,Tuya,175
05-Feb,2948,Transect10,1426,Tuya,175
05-Mar,2948,Transect1,1511,Tuya,175
05-Mar,2948,Transect2,2191,Tuya,175
05-Mar,2948,Transect3,3105,Tuya,175
05-Mar,2948,Transect4,2251,Tuya,175
05-Mar,2948,Transect5,2647,Tuya,175
05-Mar,2948,Transect6,873,Tuya,175
05-Mar,2948,Transect7,1214,Tuya,175
05-Mar,2948,Transect8,1215,Tuya,175
05-Mar,2948,Transect9,1779,Tuya,175
05-Mar,2948,Transect10,1426,Tuya,175
10-May,2615,Transect1,1485,Tuya,175
10-May,2615,Transect2,2007,Tuya,175
10-May,2615,Transect3,3019,Tuya,175
10-May,2615,Transect4,2181,Tuya,175
10-May,2615,Transect5,2365,Tuya,175
10-May,2615,Transect6,198,Tuya,175
10-May,2615,Transect7,1173,Tuya,175
10-May,2615,Transect8,1118,Tuya,175
10-May,2615,Transect9,1616,Tuya,175
10-May,2615,Transect10,1349,Tuya,175
15-Oct,2353,Transect1,1448,Tuya,175
15-Oct,2353,Transect2,1882,Tuya,175
15-Oct,2353,Transect3,2865,Tuya,175
15-Oct,2353,Transect4,1919,Tuya,175
15-Oct,2353,Transect5,2162,Tuya,175
15-Oct,2353,Transect6,0,Tuya,175
15-Oct,2353,Transect7,1119,Tuya,175
15-Oct,2353,Transect8,909,Tuya,175
15-Oct,2353,Transect9,1583,Tuya,175
15-Oct,2353,Transect10,1265,Tuya,175
15-20,9097,Transect1,1375,Tuya,175
15-20,9097,Transect2,1639,Tuya,175
15-20,9097,Transect3,2730,Tuya,175
15-20,9097,Transect4,1809,Tuya,175
15-20,9097,Transect5,1976,Tuya,175
15-20,9097,Transect6,0,Tuya,175
15-20,9097,Transect7,1066,Tuya,175
15-20,9097,Transect8,849,Tuya,175
15-20,9097,Transect9,1498,Tuya,175
15-20,9097,Transect10,1193,Tuya,175
20-30,1450,Transect1,1110,Tuya,175
20-30,1450,Transect2,1112,Tuya,175
20-30,1450,Transect3,2341,Tuya,175
20-30,1450,Transect4,1279,Tuya,175
20-30,1450,Transect5,0,Tuya,175
20-30,1450,Transect6,0,Tuya,175
20-30,1450,Transect7,933,Tuya,175
20-30,1450,Transect8,300,Tuya,175
20-30,1450,Transect9,1136,Tuya,175
20-30,1450,Transect10,971,Tuya,175
30-40,603,Transect1,0,Tuya,175
30-40,603,Transect2,857,Tuya,175
30-40,603,Transect3,1724,Tuya,175
30-40,603,Transect4,189,Tuya,175
30-40,603,Transect5,0,Tuya,175
30-40,603,Transect6,0,Tuya,175
30-40,603,Transect7,0,Tuya,175
30-40,603,Transect8,0,Tuya,175
30-40,603,Transect9,635,Tuya,175
30-40,603,Transect10,187,Tuya,175
40-50,155,Transect1,0,Tuya,175
40-50,155,Transect2,364,Tuya,175
40-50,155,Transect3,0,Tuya,175
40-50,155,Transect4,0,Tuya,175
40-50,155,Transect5,0,Tuya,175
40-50,155,Transect6,0,Tuya,175
40-50,155,Transect7,0,Tuya,175
40-50,155,Transect8,0,Tuya,175
40-50,155,Transect9,103,Tuya,175
40-50,155,Transect10,0,Tuya,175
05-Feb,197.4,Transect1,352,Squalicum,138
05-Feb,197.4,Transect2,472,Squalicum,138
05-Feb,197.4,Transect3,849,Squalicum,138
05-Feb,197.4,Transect4,672,Squalicum,138
05-Feb,197.4,Transect5,636,Squalicum,138
05-Mar,0,Transect1,0,Squalicum,138
05-Mar,0,Transect2,0,Squalicum,138
05-Mar,0,Transect3,0,Squalicum,138
05-Mar,0,Transect4,0,Squalicum,138
05-Mar,0,Transect5,0,Squalicum,138
10-May,181,Transect1,328,Squalicum,138
10-May,181,Transect2,454,Squalicum,138
10-May,181,Transect3,807,Squalicum,138
10-May,181,Transect4,629,Squalicum,138
10-May,181,Transect5,590,Squalicum,138
15-Oct,164.6,Transect1,300,Squalicum,138
15-Oct,164.6,Transect2,437,Squalicum,138
15-Oct,164.6,Transect3,767,Squalicum,138
15-Oct,164.6,Transect4,570,Squalicum,138
15-Oct,164.6,Transect5,503,Squalicum,138
15-20,150.5,Transect1,236,Squalicum,138
15-20,150.5,Transect2,414,Squalicum,138
15-20,150.5,Transect3,723,Squalicum,138
15-20,150.5,Transect4,549,Squalicum,138
15-20,150.5,Transect5,379,Squalicum,138
20-30,122.2,Transect1,115,Squalicum,138
20-30,122.2,Transect2,270,Squalicum,138
20-30,122.2,Transect3,633,Squalicum,138
20-30,122.2,Transect4,505,Squalicum,138
20-30,122.2,Transect5,220,Squalicum,138
30-40,87.3,Transect1,0,Squalicum,138
30-40,87.3,Transect2,66,Squalicum,138
30-40,87.3,Transect3,505,Squalicum,138
30-40,87.3,Transect4,471,Squalicum,138
30-40,87.3,Transect5,142,Squalicum,138
40-50,55.3,Transect1,0,Squalicum,138
40-50,55.3,Transect2,0,Squalicum,138
40-50,55.3,Transect3,442,Squalicum,138
40-50,55.3,Transect4,426,Squalicum,138
40-50,55.3,Transect5,54,Squalicum,138
50-60,31,Transect1,0,Squalicum,138
50-60,31,Transect2,0,Squalicum,138
50-60,31,Transect3,333,Squalicum,138
50-60,31,Transect4,320,Squalicum,138
50-60,31,Transect5,0,Squalicum,138
05-Feb,26999,Transect1,914,Takla,65
05-Feb,26999,Transect2,1189,Takla,65
05-Feb,26999,Transect3,2377,Takla,65
05-Feb,26999,Transect4,2057,Takla,65
05-Feb,26999,Transect5,1417,Takla,65
05-Feb,26999,Transect6,732,Takla,65
05-Feb,26999,Transect7,1737,Takla,65
05-Feb,26999,Transect8,2423,Takla,65
05-Feb,26999,Transect9,2240,Takla,65
05-Feb,26999,Transect10,2423,Takla,65
05-Feb,26999,Transect11,2652,Takla,65
05-Feb,26999,Transect12,1509,Takla,65
05-Feb,26999,Transect13,2972,Takla,65
05-Mar,26999,Transect1,914,Takla,65
05-Mar,26999,Transect2,1189,Takla,65
05-Mar,26999,Transect3,2377,Takla,65
05-Mar,26999,Transect4,2057,Takla,65
05-Mar,26999,Transect5,1417,Takla,65
05-Mar,26999,Transect6,732,Takla,65
05-Mar,26999,Transect7,1737,Takla,65
05-Mar,26999,Transect8,2423,Takla,65
05-Mar,26999,Transect9,2240,Takla,65
05-Mar,26999,Transect10,2423,Takla,65
05-Mar,26999,Transect11,2652,Takla,65
05-Mar,26999,Transect12,1509,Takla,65
05-Mar,26999,Transect13,2972,Takla,65
10-May,26240,Transect1,812,Takla,65
10-May,26240,Transect2,991,Takla,65
10-May,26240,Transect3,2356,Takla,65
10-May,26240,Transect4,1939,Takla,65
10-May,26240,Transect5,1382,Takla,65
10-May,26240,Transect6,695,Takla,65
10-May,26240,Transect7,1663,Takla,65
10-May,26240,Transect8,2375,Takla,65
10-May,26240,Transect9,2210,Takla,65
10-May,26240,Transect10,2420,Takla,65
10-May,26240,Transect11,2587,Takla,65
10-May,26240,Transect12,1490,Takla,65
10-May,26240,Transect13,2882,Takla,65
15-Oct,25481,Transect1,736,Takla,65
15-Oct,25481,Transect2,927,Takla,65
15-Oct,25481,Transect3,2330,Takla,65
15-Oct,25481,Transect4,1908,Takla,65
15-Oct,25481,Transect5,1359,Takla,65
15-Oct,25481,Transect6,673,Takla,65
15-Oct,25481,Transect7,1634,Takla,65
15-Oct,25481,Transect8,2334,Takla,65
15-Oct,25481,Transect9,2170,Takla,65
15-Oct,25481,Transect10,2413,Takla,65
15-Oct,25481,Transect11,2561,Takla,65
15-Oct,25481,Transect12,1479,Takla,65
15-Oct,25481,Transect13,2847,Takla,65
15-20,24723,Transect1,695,Takla,65
15-20,24723,Transect2,884,Takla,65
15-20,24723,Transect3,2310,Takla,65
15-20,24723,Transect4,1886,Takla,65
15-20,24723,Transect5,1317,Takla,65
15-20,24723,Transect6,651,Takla,65
15-20,24723,Transect7,1606,Takla,65
15-20,24723,Transect8,2299,Takla,65
15-20,24723,Transect9,2131,Takla,65
15-20,24723,Transect10,2392,Takla,65
15-20,24723,Transect11,2527,Takla,65
15-20,24723,Transect12,1469,Takla,65
15-20,24723,Transect13,2780,Takla,65
20-30,23585,Transect1,638,Takla,65
20-30,23585,Transect2,832,Takla,65
20-30,23585,Transect3,2274,Takla,65
20-30,23585,Transect4,1844,Takla,65
20-30,23585,Transect5,1177,Takla,65
20-30,23585,Transect6,624,Takla,65
20-30,23585,Transect7,1555,Takla,65
20-30,23585,Transect8,2237,Takla,65
20-30,23585,Transect9,2087,Takla,65
20-30,23585,Transect10,2350,Takla,65
20-30,23585,Transect11,2498,Takla,65
20-30,23585,Transect12,1430,Takla,65
20-30,23585,Transect13,2624,Takla,65
30-40,21900,Transect1,257,Takla,65
30-40,21900,Transect2,694,Takla,65
30-40,21900,Transect3,2225,Takla,65
30-40,21900,Transect4,1794,Takla,65
30-40,21900,Transect5,1031,Takla,65
30-40,21900,Transect6,574,Takla,65
30-40,21900,Transect7,1469,Takla,65
30-40,21900,Transect8,2148,Takla,65
30-40,21900,Transect9,2027,Takla,65
