source,ats_year,lake_code,survey_date,lake_all_target,lake_merged_data,notes_all_target,notes_merged_data,file_all_target,file_merged_data
C_In_Both_RAW_and_FINAL_data,1995,801,1995-08-31,Long Lk (A),Long Lk (A),"clear,wind light,waves 0cm,half moon,AT18.0,ST18.0 31Aug95/12Sept95/JH/EYM/20128//1/0/0/12/69/174/","clear,wind light,waves 0cm,half moon,AT18.0,ST18.0 31Aug95/12Sept95/JH/EYM/20128//1/0/0/12/69/174/",TARGET95.DAT,TARGET95.DAT
C_In_Both_RAW_and_FINAL_data,1995,802,1995-08-30,Long Lk (B),Long Lk (B),"clear,wind light,waves 2cm,no moon,AT13.0,ST17.0 30Aug95/12Sept95/JH/EYM/20128//1/0/0/9/469/392/","clear,wind light,waves 2cm,no moon,AT13.0,ST17.0 30Aug95/12Sept95/JH/EYM/20128//1/0/0/9/469/392/",TARGET95.DAT,TARGET95.DAT
C_In_Both_RAW_and_FINAL_data,1996,1,1996-07-25,Great Central Lk,Great Central Lk,"Air=22,H2O=22.5,C.C.=0%,Wind=Light 25Jul96/20Jan97/BH/EYM/10005/1/0/0/4/194/0/","Air=22,H2O=22.5,C.C.=0%,Wind=Light 25Jul96/20Jan97/BH/EYM/10005/1/0/0/4/194/0/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,1,1996-11-20,Great Central Lk,Great Central Lk,"Air=2,H2O=7.9,Wind=Light,C.C.=60% 20Nov96/22Jan97/BH/EYM/20111/0/0/0/12/16/0","Air=2,H2O=7.9,Wind=Light,C.C.=60% 20Nov96/22Jan97/BH/EYM/20111/0/0/0/12/16/0",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,1,1997-02-26,Great Central Lk,Great Central Lk,"ST:3.5,AT:4.0 26FEB97/13APR97/BH/EYM/20069/0/0/0/13/66/9","ST:3.5,AT:4.0 26FEB97/13APR97/BH/EYM/20069/0/0/0/13/66/9",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,2,1996-07-22,Sproat Lk,Sproat Lk,"Air=20,H20=22.5,Moon=1/2,C.C.=0%,Wind=0 22Jul96/23Jan97/BH/EYM/10005/1/0/0/7/196/2/1Cottid","Air=20,H20=22.5,Moon=1/2,C.C.=0%,Wind=0 22Jul96/23Jan97/BH/EYM/10005/1/0/0/7/196/2/1Cottid",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,2,1996-11-19,Sproat Lk,Sproat Lk,"C.C.=15-100%,Wind=Light,Air=2,H20=9.6,Moon=4/5 19Nov96/23Jan97/BH/EYM/20111/0/0/0/12/66/43/","C.C.=15-100%,Wind=Light,Air=2,H20=9.6,Moon=4/5 19Nov96/23Jan97/BH/EYM/20111/0/0/0/12/66/43/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,2,1997-02-24,Sproat Lk,Sproat Lk,"ST:4.7,CC:10%,Wind:Nil,Moon:4/5 25Feb97/13Mar97/BH/EYM/20111/0/0/0/14/94/3","ST:4.7,CC:10%,Wind:Nil,Moon:4/5 25Feb97/13Mar97/BH/EYM/20111/0/0/0/14/94/3",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,3,1996-07-03,"Henderson Lk        processed by ar, 17Jul96.",Henderson Lk,"cc50%,norn,lghtwnd,AT12,ST17,3/4mn,up@0100. 03Jul96/15Jul96/ar/EYM/10005/20069/1/0/0/14/7/638","cc50%,norn,lghtwnd,AT12,ST17,3/4mn,up@0100. 03Jul96/15Jul96/ar/EYM/10005/20069/1/0/0/14/7/638",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,3,1996-07-27,"Henderson Lk        processed by pr, 20Sep96.",Henderson Lk,"ccvar,norn,lghtmodwnd,AT1419,ST1822,fllmn. 27Jul96/20Sep96/pr/eym/10005/20069/1/0/0/20/8/349","ccvar,norn,lghtmodwnd,AT1419,ST1822,fllmn. 27Jul96/20Sep96/pr/eym/10005/20069/1/0/0/20/8/349",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,3,1997-02-04,Henderson Lk,Henderson Lk,"CC=0-10%,Wind=med,AT=6-7,ST=5.0-5.5,Moon=0 04Feb97/11Mar97/BH/EYM/20069/20111/0/0/0/20/1/131/","CC=0-10%,Wind=med,AT=6-7,ST=5.0-5.5,Moon=0 04Feb97/11Mar97/BH/EYM/20069/20111/0/0/0/20/1/131/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,6,1996-07-30,Hobiton Lk,Hobiton Lk,"Air=21,H2O=23,Wind=Light,C.C.=100% 30Jul96/22Jan96/BH/EYM/10005/20069/1/0/0/7/15/0/","Air=21,H2O=23,Wind=Light,C.C.=100% 30Jul96/22Jan96/BH/EYM/10005/20069/1/0/0/7/15/0/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,6,1996-08-31,Hobiton Lk,Hobiton Lk,"Air=18,H2O=22,Wind=Light,C.C.=70-90% 31Aug96/22Jan97/BH/EYM/10005/1/0/0/8/24/0/","Air=18,H2O=22,Wind=Light,C.C.=70-90% 31Aug96/22Jan97/BH/EYM/10005/1/0/0/8/24/0/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,6,1997-02-08,Hobiton Lk,Hobiton Lk,"CC=100%,Rain=0,Wind=Nil,AT=4,ST=5 08Feb97/11Mar97/BH/EYM/20111/0/0/0/8/3/0","CC=100%,Rain=0,Wind=Nil,AT=4,ST=5 08Feb97/11Mar97/BH/EYM/20111/0/0/0/8/3/0",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,22,1997-03-03,Woss Lk,Woss Lk,"clear, no wind, st=.48C, at=3.0C, no moon 3Mar97/9Apr97/DL/EYM/2011//0/0/0/7/2/0/","clear, no wind, st=.48C, at=3.0C, no moon 3Mar97/9Apr97/DL/EYM/2011//0/0/0/7/2/0/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,23,1997-03-04,Vernon Lk,Vernon Lk,"cloudy, no wind, no moon, st=3.3, at=5.0 4Mar97/8Apr97/DL/EYM/20111//0/0/0/7/28/0/","cloudy, no wind, no moon, st=3.3, at=5.0 4Mar97/8Apr97/DL/EYM/20111//0/0/0/7/28/0/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,24,1997-03-25,Schoen Lk,Schoen Lk,"cc 30%,wind light, at 3.4, st3.0,moon no 25mar97/11apr97/dl/eym/20111//0/0/0/7/1/0/","cc 30%,wind light, at 3.4, st3.0,moon no 25mar97/11apr97/dl/eym/20111//0/0/0/7/1/0/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,26,1996-09-12,Ian Lk,Ian Lk,"Air=9-13,H20=16,Wind=5-8knots,Rain,NewMoon,C.C.=10 22Oct96/24Jan97/BH/EYM/0/0/0/7/13/2/5Cottids/1Lamprey/","Air=9-13,H20=16,Wind=5-8knots,Rain,NewMoon,C.C.=10 22Oct96/24Jan97/BH/EYM/0/0/0/7/13/2/5Cottids/1Lamprey/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,40,1996-10-31,KCA,Kennedy Lk (Clayoquot Arm),"C.C.=100%,Wind=Light,Air=6-8,H20=10.5-12,Moon=1/2 31Oct96/23Jan97/BH/EYM/10005/0/0/0/8/142/0/","C.C.=100%,Wind=Light,Air=6-8,H20=10.5-12,Moon=1/2 31Oct96/23Jan97/BH/EYM/10005/0/0/0/8/142/0/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,41,1996-10-30,KMA,Kennedy Lk (Main Arm),"C.C.=0%,Air=6-8,H2O=10.6,Wind=Nil,Moon=2/3 30Oct96/23Jan97/BH/EYM/10005/0/0/0/10/0/421/","C.C.=0%,Air=6-8,H2O=10.6,Wind=Nil,Moon=2/3 30Oct96/23Jan97/BH/EYM/10005/0/0/0/10/0/421/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,44,1996-10-29,Muriel Lk,Muriel Lk,"Air=7-9,H20=10.5-12,Wind=0,Moon=2/3,C.C.=0% 29Oct96/27Jan97/BH/EYM/10005/9/10/22/","Air=7-9,H20=10.5-12,Wind=0,Moon=2/3,C.C.=0% 29Oct96/27Jan97/BH/EYM/10005/9/10/22/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,64,1996-09-13,"Tahltan Lk          processed by pr, 01Nov96.",Tahltan Lk,"2580%cld,lghtmodwnd,nomn,AT711.5ST711.9. 13Sep96/01Nov96/pr/eym/20111/10005/1/0/0/16/90/0.","2580%cld,lghtmodwnd,nomn,AT711.5ST711.9. 13Sep96/01Nov96/pr/eym/20111/10005/1/0/0/16/90/0.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,66,1996-09-16,"Tatsamenie Lk       processed by PR, 31Oct96.",Tatsamenie Lk,"0,100,20%cld,lghtmodwnd,nomn,AT4-8ST9.5-10degC. 16Sep96/31Oct96/pr/eym/20111/10005/1/0/0/9/59/0/.","0,100,20%cld,lghtmodwnd,nomn,AT4-8ST9.5-10degC. 16Sep96/31Oct96/pr/eym/20111/10005/1/0/0/9/59/0/.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,69,1996-07-25,"Yakoun Lk           processed by pr, 30Sep96.",Yakoun Lk,"5%cld,wndlght,notemps,1/2mnset22:30. 25Jul96/30Sep96/pr/eym///1/0/0/0///.","5%cld,wndlght,notemps,1/2mnset22:30. 25Jul96/30Sep96/pr/eym///1/0/0/0///.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,69,1996-08-12,"Yakoun Lk           processed by pr,30Sep96.",Yakoun Lk,"40-20%cld,lghtwnd,AT14.5,ST18degC,nomn. 12Aug96/30Sep96/pr/EYM///1/0/0/0///.","40-20%cld,lghtwnd,AT14.5,ST18degC,nomn. 12Aug96/30Sep96/pr/EYM///1/0/0/0///.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,69,1996-09-14,"Yakoun Lk           processed by pr, 21Oct96.",Yakoun Lk,"ovrcst,lghtwnd,shwrsrn,nomnvis,AT13ST16degC. 14Sep96/21Oct96/PR/eym///0/0/0/6/41/0/.","ovrcst,lghtwnd,shwrsrn,nomnvis,AT13ST16degC. 14Sep96/21Oct96/PR/eym///0/0/0/6/41/0/.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,107,1996-07-31,Cheewhat Lk,Cheewhat Lk,"Air=13,H20=22,C.C.=60%,Wind=Light 31Jul96/22Jan97/BH/EYM/10005/1/0/0/6/142/27/","Air=13,H20=22,C.C.=60%,Wind=Light 31Jul96/22Jan97/BH/EYM/10005/1/0/0/6/142/27/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,107,1996-09-01,Cheewhat Lk,Cheewhat Lk,"Air=20,H2O=23,C.C.=100%,Wind=0 01Sep96/22Jan97/BH/EYM/10005/1/0/0/7/191/9/","Air=20,H2O=23,C.C.=100%,Wind=0 01Sep96/22Jan97/BH/EYM/10005/1/0/0/7/191/9/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,107,1997-02-07,Cheewhat Lk,Cheewhat Lk,"CC=100%,Rain=0,Wind=Nil,AT=7,ST=5 07Feb97/11Mar97/BH/EYM/20111/0/0/0/6/26/30/","CC=100%,Rain=0,Wind=Nil,AT=7,ST=5 07Feb97/11Mar97/BH/EYM/20111/0/0/0/6/26/30/",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,155,1996-09-09,"Skidegate Lk sw     processed by PR, 23Oct96.",Skidegate Lk sw,"ovrcst,lghtrn,modwnd,AT14-8ST17degC 09Sep96/23Oct96/pr/eym///0/0/0/0/0/0/. Species comp from prev yrs.","ovrcst,lghtrn,modwnd,AT14-8ST17degC 09Sep96/23Oct96/pr/eym///0/0/0/0/0/0/. Species comp from prev yrs.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,156,1996-09-09,"Skidegate Lk ne     processed by pr, 22Oct96.",Skidegate Lk ne,"ovrcst,lghtrn,modwnd,AT14-8,ST17degC. 09Sep96/22Oct96/eym///0/0/0/34/194/1547/159cottids/2-5m100%ctd/5-10mstk4%ctd/10-15mstk16%ctd/15-20mstk4%ctd.","ovrcst,lghtrn,modwnd,AT14-8,ST17degC. 09Sep96/22Oct96/eym///0/0/0/34/194/1547/159cottids/2-5m100%ctd/5-10mstk4%ctd/10-15mstk16%ctd/15-20mstk4%ctd.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,175,1996-09-10,"Tuya Lk             processed by pr, 31Oct96.",Tuya Lk,"ovrcst,lghtrn,lghtmodwnd,nomn,AT5-8,ST8.5. Species composition by depth changed.pr(17Apr97).","ovrcst,lghtrn,lghtmodwnd,nomn,AT5-8,ST8.5. Species composition by depth changed.pr(17Apr97).",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,228,1996-08-18,"Owikeno Lk (A)      processed by ar, 30Sep96.",Owikeno Lk (A),"ovrcst,lghthvyrn,lghtmodwnd,AT14-18,ST13-14degC 18Aug96/30Sep96/ar/eym/20069//0/0/0/9/831/1/.","ovrcst,lghthvyrn,lghtmodwnd,AT14-18,ST13-14degC 18Aug96/30Sep96/ar/eym/20069//0/0/0/9/831/1/.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,229,1996-08-18,"Owikeno Lk (B)      processed by ar, 30Sep96.",Owikeno Lk (B),"ovrcst,lghthvyrn,lghtmodwnd,AT14-18,ST13-14degC. 18Aug96/30Sep96/ar/eym/20069//1/0/0/6/189/178/.","ovrcst,lghthvyrn,lghtmodwnd,AT14-18,ST13-14degC. 18Aug96/30Sep96/ar/eym/20069//1/0/0/6/189/178/.",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,231,1996-08-18,Owikeno Lk (D),Owikeno Lk (D),NA,NA,TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,801,1996-08-15,Long Lk (A),Long Lk (A),"Air=17,H20=16,C.C.=100%,Wind=Light,VeryHeavyRain 15Aug96/23Jan97/BH/EYM/10005/20069/1/0/0/17/56/291/ proportions changed PR(Aug/1999)","Air=17,H20=16,C.C.=100%,Wind=Light,VeryHeavyRain 15Aug96/23Jan97/BH/EYM/10005/20069/1/0/0/17/56/291/ proportions changed PR(Aug/1999)",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1996,802,1996-08-15,Long Lk (B),Long Lk (B),"Air=17,H20=16,C.C.=100%,Wind=Light,VeryHeavyRain 15Aug96/23Jan97/BH/EYM/10005/20069/1/0/0/17/56/291 Proportions changed by PR (Aug/1999)","Air=17,H20=16,C.C.=100%,Wind=Light,VeryHeavyRain 15Aug96/23Jan97/BH/EYM/10005/20069/1/0/0/17/56/291 Proportions changed by PR (Aug/1999)",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1997,1,1997-07-24,Great Central Lk    Rankin-Hanslit Survey,Great Central Lk,"CC:95%, Wind:Ligh,Rain:Nil,AT:22.5,ST:21.0 24Jul97/14Jan98/BH/EYM/10005/1/0/0/4/523/2","CC:95%, Wind:Ligh,Rain:Nil,AT:22.5,ST:21.0 24Jul97/14Jan98/BH/EYM/10005/1/0/0/4/523/2",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,1,1997-11-20,Great Central Lk    Rankin - Hanslit Survey,Great Central Lk,"CC:70%,Rain:No,Wind:Nil/AT:6.0-7.8/ST:9.0-9.4 20Nov97/13Jan98/BH/EYM/20069/1/0/0/7/236/1","CC:70%,Rain:No,Wind:Nil/AT:6.0-7.8/ST:9.0-9.4 20Nov97/13Jan98/BH/EYM/20069/1/0/0/7/236/1",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,2,1997-07-22,Sproat Lk           Rankin Hanslit Survey,Sproat Lk,"CC:5-60%, Wind: LightW, Rain: Nil, AT:14.5, ST:18. 22Jul97/8Jan98/BH/EYM/10005/1/0/0/8/433/0","CC:5-60%, Wind: LightW, Rain: Nil, AT:14.5, ST:18. 22Jul97/8Jan98/BH/EYM/10005/1/0/0/8/433/0",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,2,1997-11-19,Sproat Lk           Rankin Hanslit Survey,Sproat Lk,"CC:100%,Rain:0-Light,Wind:Nil,AT:9.0,ST:9.6 19Nov97/03Dec97/BH/EYM/20069/0/0/0/15/668/31","CC:100%,Rain:0-Light,Wind:Nil,AT:9.0,ST:9.6 19Nov97/03Dec97/BH/EYM/20069/0/0/0/15/668/31",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,2,1998-03-05,Sproat Lk           Hanslit-McCulloch Surve;y,Sproat Lk,5Mar98/15Apr98/BH/EYM/20128/1/0/0/17/196/1,5Mar98/15Apr98/BH/EYM/20128/1/0/0/17/196/1,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,3,1997-06-11,Henderson Lk,Henderson Lk,"AT:12.5/ST:14.5/CC:100%/Wind:Nil 11,13Jun97/18Jun97/BH/EYM/10005/1/0/0/12/372/10","AT:12.5/ST:14.5/CC:100%/Wind:Nil 11,13Jun97/18Jun97/BH/EYM/10005/1/0/0/12/372/10",TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1997,3,1997-08-03,Henderson Lk        Hanslit - Reabar Survey,Henderson Lk,03Aug97/01Dec97/BH/EYM/10005/1/0/0/7/401/11,03Aug97/01Dec97/BH/EYM/10005/1/0/0/7/401/11,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,3,1997-11-14,Henderson Lk        Hanslit-Hepburn Survey,Henderson Lk,14Nov97/31Jan98/BH/EYM/20069/0/0/0/14/21/7,14Nov97/31Jan98/BH/EYM/20069/0/0/0/14/21/7,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,3,1998-02-22,Henderson Lk        Hanslit - Hepburn Survey,Henderson Lk,22Feb98/12Mar98/BH/EYM/20128/0/0/0/11/41/8,22Feb98/12Mar98/BH/EYM/20128/0/0/0/11/41/8,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,21,1998-03-02,Nimpkish Lk         Hanslit-Postma Survey,Nimpkish Lk,02Mar98/07April98/BH/EYM/20128/0/0/0/12/43/12,02Mar98/07April98/BH/EYM/20128/0/0/0/12/43/12,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,22,1998-02-05,Woss Lk             Hanslit-McCullogh Survey,Woss Lk,05Feb98/08April98/BH/EYM/20069/1/0/0/10/77/0,05Feb98/08April98/BH/EYM/20069/1/0/0/10/77/0,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,23,1998-02-06,Vernon Lk           Hanslit-McCullogh Survey,Vernon Lk,Population Estimate Used Biosonics Echogram 06Feb98/08April98/BH/EYM/20069/1/0/0/13/134/0,Population Estimate Used Biosonics Echogram 06Feb98/08April98/BH/EYM/20069/1/0/0/13/134/0,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,24,1998-02-13,Schoen Lk           Hanslit-McCullogh Survey,Schoen Lk,13Feb98/08April98/BH/EYM/20069/1/0/0/16/32/0,13Feb98/08April98/BH/EYM/20069/1/0/0/16/32/0,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,26,1997-09-18,Ian Lk              Scheer Survey,Ian Lk,"CC:100%, Wind:5-15knts, AT:5.8, ST:15.8 Rain:Inter 18Sep97/12Jan98/BH/EYM/?/0/0/0/7/0/0/","CC:100%, Wind:5-15knts, AT:5.8, ST:15.8 Rain:Inter 18Sep97/12Jan98/BH/EYM/?/0/0/0/7/0/0/",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,40,1997-10-16,KCA                 Hanslit - McCoullogh Survey,Kennedy Lk (Clayoquot Arm),16Oct97/28Oct97/BH/EYM/20111/0/0/0/16/33/163,16Oct97/28Oct97/BH/EYM/20111/0/0/0/16/33/163,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,40,1998-02-16,KCA                 Hanslit - McCulloch Survey,Kennedy Lk (Clayoquot Arm),16Feb98/21Apr98/BH/EYM/20069/1/0/0/16/11/62,16Feb98/21Apr98/BH/EYM/20069/1/0/0/16/11/62,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,41,1997-10-16,KMA,Kennedy Lk (Main Arm),16Oct97/28Oct97/BH/EYM/20111/Biosonics/0/0/0/13/13,16Oct97/28Oct97/BH/EYM/20111/Biosonics/0/0/0/13/13,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,41,1998-02-16,KMA                 Hanslit-McCulloch Survey,Kennedy Lk (Main Arm),16Feb98/22Apr98/BH/EYM/20069/1/0/0/20/19/238,16Feb98/22Apr98/BH/EYM/20069/1/0/0/20/19/238,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,44,1997-10-20,Muriel Lk,Muriel Lk,"CC:90-100,Rain:Mod,Wind:Nil,AT:11-22,ST:17-18 20Oct97/03Dec97/BH/EYM/20111/0/0/0/9/114/1","CC:90-100,Rain:Mod,Wind:Nil,AT:11-22,ST:17-18 20Oct97/03Dec97/BH/EYM/20111/0/0/0/9/114/1",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,44,1998-03-02,Muriel Lk           Hanslit - Postma Survey,Muriel Lk,02Mar98/16Apr98/BH/EYM/20128/0/0/0/13/48/7,02Mar98/16Apr98/BH/EYM/20128/0/0/0/13/48/7,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,64,1997-09-27,Tahltan Lk          Hanslit Mathias,Tahltan Lk,27Sep97/24Nov97/BH/EYM/20111/1/0/0/12/186/0,27Sep97/24Nov97/BH/EYM/20111/1/0/0/12/186/0,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,66,1997-06-26,Tatsamenie Lk,Tatsamenie Lk,26Jun97/4Jul97/BH/EYM/10005/0/0/0/12/0/0/,26Jun97/4Jul97/BH/EYM/10005/0/0/0/12/0/0/,TARGET96.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,66,1997-06-26,Tatsamenie Lk,Tatsamenie Lk,26Jun97/4Jul97/BH/EYM/10005/0/0/0/12/0/0/,26Jun97/4Jul97/BH/EYM/10005/0/0/0/12/0/0/,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,66,1997-08-06,Tatsamenie Lk       Mercer Survey,Tatsamenie Lk,Mercer Survey 06Aug97/09Oct97/BH/EYM/10005/0/0/0/10/1/0,Mercer Survey 06Aug97/09Oct97/BH/EYM/10005/0/0/0/10/1/0,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,66,1997-09-04,Tatsamenie Lk       Mercer Survey,Tatsamenie Lk,Mercer Survey 04Sep97/09Oct97/BH/EYM/10005//0/0/0/9/180/0,Mercer Survey 04Sep97/09Oct97/BH/EYM/10005//0/0/0/9/180/0,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,66,1997-10-01,Tatsamenie Lk       Hanslit-Mathias Survey,Tatsamenie Lk,01Oct97/09Oct97/BH/EYM/20111//1/0/0/11/219/0,01Oct97/09Oct97/BH/EYM/20111//1/0/0/11/219/0,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,69,1997-09-15,Yakoun Lk           Scheer Survey,Yakoun Lk,"CC:10-16%, Wind:2-5Knts, Rain:Intermittent, AT:14, 15Sep97/13Jan98/BH/EYM/0/0/0/10/28/1","CC:10-16%, Wind:2-5Knts, Rain:Intermittent, AT:14, 15Sep97/13Jan98/BH/EYM/0/0/0/10/28/1",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,155,1997-09-22,Skidegate Lk sw     Scheer Survey,Skidegate Lk sw,"CC:90%, Rain:0-Intermitent, Wind:0-20Knts, AT:14 S 22Sep97/12Jan98/BH/EYM/?/0/0/0/12/49SK/11Cottid/25TSB","CC:90%, Rain:0-Intermitent, Wind:0-20Knts, AT:14 S 22Sep97/12Jan98/BH/EYM/?/0/0/0/12/49SK/11Cottid/25TSB",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,156,1997-09-22,Skidegate Lk ne     Scheer Survey,Skidegate Lk ne,"CC:90%, Rain:Nil, Wind:0-20knts, AT:14, ST:15-16 22Sep97/12Jan98/BH/EYM/?/0/0/0/12/49SK/11Cottid/25TSB","CC:90%, Rain:Nil, Wind:0-20knts, AT:14, ST:15-16 22Sep97/12Jan98/BH/EYM/?/0/0/0/12/49SK/11Cottid/25TSB",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,175,1997-09-24,Tuya Lk,Tuya Lk,"CC:100,Wind:Light-GaleForce,Rain:light-heavy,AT:2- 24Sep97/24Nov97/BH/EYM/20111/1/0/0/10/6/18 Sculpins","CC:100,Wind:Light-GaleForce,Rain:light-heavy,AT:2- 24Sep97/24Nov97/BH/EYM/20111/1/0/0/10/6/18 Sculpins",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,175,1997-09-26,Tuya Lk             This population estimate determines population based on sp % composition in,Tuya Lk,Hanslit - Mathias Survey 24Sep97/24Nov97/BH/EYM/20111/1/0/0/10/6/18 Sculpins,Hanslit - Mathias Survey 24Sep97/24Nov97/BH/EYM/20111/1/0/0/10/6/18 Sculpins,TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,236,1997-10-02,Khtada Lk,Khtada Lk,kokanee and rbt survey peformed Aug/97 by S. Toth,kokanee and rbt survey peformed Aug/97 by S. Toth,TARGET96.DAT,TARGET96.DAT
C_In_Both_RAW_and_FINAL_data,1997,238,1997-07-29,Osoyoos Lk (N),Osoyoos Lk (N),"CC:10,Rain:Nil,Wind:Nil,AT:18-21,ST:23-24 29Jul97/29Oct97/BH/EYM/10005/1/0/0/12/0","CC:10,Rain:Nil,Wind:Nil,AT:18-21,ST:23-24 29Jul97/29Oct97/BH/EYM/10005/1/0/0/12/0",TARGET97.DAT,TARGET97.DAT
C_In_Both_RAW_and_FINAL_data,1997,238,1997-09-09,Osoyoos Lk (N)      Hanslit-Radowitz Survey,Osoyoos Lk (N),"CC:50%,Wind:Nil,AT:12-18,ST:21.0-22.0,Moon:NO,Rain 9Sep97/29Oct97/BH/EYM/20128/1/0/0/7/258/15Sculpins","CC:50%,Wind:Nil,AT:12-18,ST:21.0-22.0,Moon:NO,Rain 9Sep97/29Oct97/BH/EYM/20128/1/0/0/7/258/15Sculpins",TARGET97.DAT,TARGET97.DAT
