"ats_year","lake_code","lake_name","survey_date_trawl","interval_start","interval_end","survey_date_acoustic","source_file","match_status_acoustic","overlap_status_acoustic","count_acoustic_survey","data_note"
"1991","64","Tahltan_Lake",1991-09-12,"1991-09-05","1991-09-19",1991-09-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1991","65","Takla_Lake",NA,NA,NA,1991-08-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1991","66","Tatsamenie_Lake",1991-07-15,"1991-07-08","1991-07-22",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","66","Tatsamenie_Lake",1991-07-16,"1991-07-09","1991-07-23",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","66","Tatsamenie_Lake",1991-08-16,"1991-08-09","1991-08-23",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","66","Tatsamenie_Lake",1991-09-14,"1991-09-07","1991-09-21",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","66","Tatsamenie_Lake",1991-09-15,"1991-09-08","1991-09-22",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","67","Trapper_Lake",1991-06-20,"1991-06-13","1991-06-27",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","67","Trapper_Lake",1991-07-17,"1991-07-10","1991-07-24",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","67","Trapper_Lake",1991-07-18,"1991-07-11","1991-07-25",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","67","Trapper_Lake",1991-08-14,"1991-08-07","1991-08-21",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1991","67","Trapper_Lake",1991-09-17,"1991-09-10","1991-09-24",1991-09-17,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","23","Vernon_Lake",1992-03-14,"1992-03-07","1992-03-21",1992-03-14,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","22","Woss_Lake",1992-03-13,"1992-03-06","1992-03-20",1992-03-13,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1991","69","Yakoun_Lake",1991-10-26,"1991-10-19","1991-11-02",1991-10-25,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1992","35","Bowser_Lake",1992-09-10,"1992-09-03","1992-09-17",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","35","Bowser_Lake",1992-09-11,"1992-09-04","1992-09-18",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","107","Cheewhat_Lake",NA,NA,NA,1992-06-17,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","107","Cheewhat_Lake",NA,NA,NA,1992-08-06,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","107","Cheewhat_Lake",NA,NA,NA,1992-11-30,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","107","Cheewhat_Lake",NA,NA,NA,1993-02-23,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","38","Damdochax_Lake",1992-08-14,"1992-08-07","1992-08-21",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","38","Damdochax_Lake",1992-08-15,"1992-08-08","1992-08-22",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","38","Damdochax_Lake",1992-09-23,"1992-09-16","1992-09-30",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","214","Dragon_Lake",1992-08-17,"1992-08-10","1992-08-24",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","1","Great_Central_Lake",1992-10-27,"1992-10-20","1992-11-03",1992-10-27,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1992","1","Great_Central_Lake",1993-02-11,"1993-02-04","1993-02-18",1993-02-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","1","Great_Central_Lake",1993-02-11,"1993-02-04","1993-02-18",1993-02-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","1","Great_Central_Lake",1993-02-12,"1993-02-05","1993-02-19",1993-02-11,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","1","Great_Central_Lake",1993-02-12,"1993-02-05","1993-02-19",1993-02-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","1","Great_Central_Lake",NA,NA,NA,1992-07-15,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","3","Henderson_Lake",1992-12-03,"1992-11-26","1992-12-10",1992-12-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","3","Henderson_Lake",1992-12-04,"1992-11-27","1992-12-11",1992-12-03,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","3","Henderson_Lake",1993-02-25,"1993-02-18","1993-03-04",1993-02-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","3","Henderson_Lake",1993-02-26,"1993-02-19","1993-03-05",1993-02-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","3","Henderson_Lake",NA,NA,NA,1992-06-23,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",1992-11-27,"1992-11-20","1992-12-04",1992-11-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","6","Hobiton_Lake",1992-11-28,"1992-11-21","1992-12-05",1992-11-27,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","6","Hobiton_Lake",1993-02-24,"1993-02-17","1993-03-03",1993-02-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","6","Hobiton_Lake",1993-02-25,"1993-02-18","1993-03-04",1993-02-24,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-05-27,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-06-16,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-06-24,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-08-06,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-08-07,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-08-19,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-09-01,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-09-02,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-09-03,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","6","Hobiton_Lake",NA,NA,NA,1992-09-04,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","40","Kennedy_Lake_(Clay)",NA,NA,NA,1993-02-10,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","41","Kennedy_Lake_(Main)",NA,NA,NA,1993-02-11,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","8","Long_Lake",1992-07-14,"1992-07-07","1992-07-21",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","8","Long_Lake",1992-07-15,"1992-07-08","1992-07-22",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","8","Long_Lake",1992-07-16,"1992-07-09","1992-07-23",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","8","Long_Lake",1992-07-19,"1992-07-12","1992-07-26",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","8","Long_Lake",1992-10-12,"1992-10-05","1992-10-19",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","8","Long_Lake",1992-10-13,"1992-10-06","1992-10-20",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","8","Long_Lake",1992-10-14,"1992-10-07","1992-10-21",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","801","Long_Lake_(A)",NA,NA,NA,1992-07-13,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","801","Long_Lake_(A)",NA,NA,NA,1992-10-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","802","Long_Lake_(B)",NA,NA,NA,1992-07-13,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","802","Long_Lake_(B)",NA,NA,NA,1992-10-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","43","Meziadin_Lake",1992-09-08,"1992-09-01","1992-09-15",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","21","Nimpkish_Lake",NA,NA,NA,1992-08-09,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","18","Owikeno_Lake",1992-07-17,"1992-07-10","1992-07-24",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","18","Owikeno_Lake",1992-07-18,"1992-07-11","1992-07-25",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","18","Owikeno_Lake",1992-07-19,"1992-07-12","1992-07-26",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","18","Owikeno_Lake",1992-09-23,"1992-09-16","1992-09-30",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","18","Owikeno_Lake",1992-09-25,"1992-09-18","1992-10-02",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","18","Owikeno_Lake",1993-03-08,"1993-03-01","1993-03-15",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","18","Owikeno_Lake",1993-03-09,"1993-03-02","1993-03-16",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","18","Owikeno_Lake",1993-03-10,"1993-03-03","1993-03-17",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","24","Schoen_Lake",1992-08-13,"1992-08-06","1992-08-20",1992-08-13,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1992","62","Skidegate_Lake",1992-07-29,"1992-07-22","1992-08-05",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","62","Skidegate_Lake",1992-07-30,"1992-07-23","1992-08-06",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","62","Skidegate_Lake",1992-08-01,"1992-07-25","1992-08-08",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","156","Skidegate_Lake_NE",NA,NA,NA,1992-08-01,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","155","Skidegate_Lake_SW",NA,NA,NA,1992-08-01,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","2","Sproat_Lake",1992-10-23,"1992-10-16","1992-10-30",1992-10-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1992","2","Sproat_Lake",1992-10-26,"1992-10-19","1992-11-02",1992-10-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1992","2","Sproat_Lake",1992-10-27,"1992-10-20","1992-11-03",1992-10-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1992","2","Sproat_Lake",1993-02-10,"1993-02-03","1993-02-17",1993-02-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","2","Sproat_Lake",1993-02-11,"1993-02-04","1993-02-18",1993-02-10,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","2","Sproat_Lake",NA,NA,NA,1992-07-13,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1992","64","Tahltan_Lake",1992-07-29,"1992-07-22","1992-08-05",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","64","Tahltan_Lake",1992-07-31,"1992-07-24","1992-08-07",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","64","Tahltan_Lake",1992-10-02,"1992-09-25","1992-10-09",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","64","Tahltan_Lake",1992-10-03,"1992-09-26","1992-10-10",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1992","66","Tatsamenie_Lake",1992-08-01,"1992-07-25","1992-08-08",1992-08-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","66","Tatsamenie_Lake",1992-08-02,"1992-07-26","1992-08-09",1992-08-01,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","23","Vernon_Lake",1992-08-12,"1992-08-05","1992-08-19",1992-08-11,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1992","22","Woss_Lake",1992-08-12,"1992-08-05","1992-08-19",1992-08-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","22","Woss_Lake",1992-08-13,"1992-08-06","1992-08-20",1992-08-12,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1992","69","Yakoun_Lake",1992-08-04,"1992-07-28","1992-08-11",1992-08-02,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1993","35","Bowser_Lake",1993-06-16,"1993-06-09","1993-06-23",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","35","Bowser_Lake",1993-07-10,"1993-07-03","1993-07-17",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","35","Bowser_Lake",1993-08-09,"1993-08-02","1993-08-16",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","35","Bowser_Lake",1993-09-25,"1993-09-18","1993-10-02",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","107","Cheewhat_Lake",NA,NA,NA,1993-07-13,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","107","Cheewhat_Lake",NA,NA,NA,1994-02-18,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","38","Damdochax_Lake",1993-09-28,"1993-09-21","1993-10-05",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","25","Eden_Lake",NA,NA,NA,1993-08-20,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","1","Great_Central_Lake",NA,NA,NA,1993-07-28,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","1","Great_Central_Lake",NA,NA,NA,1993-10-13,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","1","Great_Central_Lake",NA,NA,NA,1994-02-02,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","3","Henderson_Lake",1993-07-17,"1993-07-10","1993-07-24",1993-07-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1993","3","Henderson_Lake",1993-07-18,"1993-07-11","1993-07-25",1993-07-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1993","3","Henderson_Lake",1993-10-26,"1993-10-19","1993-11-02",1993-10-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1993","3","Henderson_Lake",1993-10-27,"1993-10-20","1993-11-03",1993-10-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1993","3","Henderson_Lake",1994-02-16,"1994-02-09","1994-02-23",1994-02-15,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1993","6","Hobiton_Lake",NA,NA,NA,1993-06-30,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","6","Hobiton_Lake",NA,NA,NA,1993-07-14,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","6","Hobiton_Lake",NA,NA,NA,1993-07-15,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","6","Hobiton_Lake",NA,NA,NA,1993-08-11,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","6","Hobiton_Lake",NA,NA,NA,1993-08-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","6","Hobiton_Lake",NA,NA,NA,1993-10-27,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","6","Hobiton_Lake",NA,NA,NA,1994-02-19,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","26","Ian_Lake",NA,NA,NA,1993-08-21,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","40","Kennedy_Lake_(Clay)",NA,NA,NA,1993-10-21,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","40","Kennedy_Lake_(Clay)",NA,NA,NA,1994-02-10,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","41","Kennedy_Lake_(Main)",NA,NA,NA,1993-10-22,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","41","Kennedy_Lake_(Main)",NA,NA,NA,1994-02-09,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","176","L_Trapper_Lake",NA,NA,NA,1993-09-07,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","8","Long_Lake",1993-07-24,"1993-07-17","1993-07-31",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","8","Long_Lake",1993-07-25,"1993-07-18","1993-08-01",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","8","Long_Lake",1993-07-26,"1993-07-19","1993-08-02",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","8","Long_Lake",1994-03-08,"1994-03-01","1994-03-15",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","8","Long_Lake",1994-03-09,"1994-03-02","1994-03-16",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","801","Long_Lake_(A)",NA,NA,NA,1993-07-23,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","801","Long_Lake_(A)",NA,NA,NA,1994-03-08,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","802","Long_Lake_(B)",NA,NA,NA,1993-07-23,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","802","Long_Lake_(B)",NA,NA,NA,1994-03-08,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","55","Mathers_Lake",1993-08-28,"1993-08-21","1993-09-04",1993-08-28,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1993","55","Mathers_Lake",1993-08-29,"1993-08-22","1993-09-05",1993-08-28,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1993","118","Megin_Lake",1994-03-11,"1994-03-04","1994-03-18",1994-03-11,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1993","43","Meziadin_Lake",1993-06-15,"1993-06-08","1993-06-22",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","43","Meziadin_Lake",1993-07-10,"1993-07-03","1993-07-17",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","43","Meziadin_Lake",1993-08-09,"1993-08-02","1993-08-16",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","43","Meziadin_Lake",1993-09-22,"1993-09-15","1993-09-29",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","45","Muchalat_Lake",1993-11-30,"1993-11-23","1993-12-07",1993-11-30,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1993","224","Nakina_Lake",NA,NA,NA,1993-09-05,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","21","Nimpkish_Lake",NA,NA,NA,1994-03-05,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","24","Schoen_Lake",NA,NA,NA,1993-11-14,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","62","Skidegate_Lake",1993-05-09,"1993-05-02","1993-05-16",NA,"Trawl","MISMATCH",NA,NA,"Trawl data rescued"
"1993","156","Skidegate_Lake_NE",NA,NA,NA,1993-08-17,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","155","Skidegate_Lake_SW",NA,NA,NA,1993-08-17,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","2","Sproat_Lake",NA,NA,NA,1993-07-27,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","2","Sproat_Lake",NA,NA,NA,1993-10-12,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","2","Sproat_Lake",NA,NA,NA,1994-01-31,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","64","Tahltan_Lake",1993-09-18,"1993-09-11","1993-09-25",1993-09-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1993","64","Tahltan_Lake",1993-09-19,"1993-09-12","1993-09-26",1993-09-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1993","64","Tahltan_Lake",1993-09-20,"1993-09-13","1993-09-27",1993-09-18,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1993","66","Tatsamenie_Lake",1993-09-14,"1993-09-07","1993-09-21",1993-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1993","66","Tatsamenie_Lake",1993-09-15,"1993-09-08","1993-09-22",1993-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1993","66","Tatsamenie_Lake",1993-09-16,"1993-09-09","1993-09-23",1993-09-14,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1993","67","Trapper_Lake",NA,NA,NA,1993-09-10,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","175","Tuya_Lake",NA,NA,NA,1993-08-30,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","23","Vernon_Lake",NA,NA,NA,1993-11-19,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","22","Woss_Lake",NA,NA,NA,1993-11-18,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","22","Woss_Lake",NA,NA,NA,1993-11-19,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1993","69","Yakoun_Lake",NA,NA,NA,1993-08-23,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","27","Awun_Lake",NA,NA,NA,1994-09-02,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","107","Cheewhat_Lake",NA,NA,NA,1994-06-24,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","107","Cheewhat_Lake",NA,NA,NA,1994-06-25,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","107","Cheewhat_Lake",NA,NA,NA,1994-07-28,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","107","Cheewhat_Lake",NA,NA,NA,1994-07-29,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","107","Cheewhat_Lake",NA,NA,NA,1994-11-23,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","107","Cheewhat_Lake",NA,NA,NA,1995-03-04,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","25","Eden_Lake",NA,NA,NA,1994-09-08,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","1","Great_Central_Lake",1995-01-25,"1995-01-18","1995-02-01",1995-01-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1994","1","Great_Central_Lake",1995-01-25,"1995-01-18","1995-02-01",1995-01-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1994","1","Great_Central_Lake",1995-01-26,"1995-01-19","1995-02-02",1995-01-25,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1994","1","Great_Central_Lake",1995-01-26,"1995-01-19","1995-02-02",1995-01-26,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",2,"Trawl data rescued"
"1994","1","Great_Central_Lake",NA,NA,NA,1994-10-20,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","3","Henderson_Lake",1994-11-19,"1994-11-12","1994-11-26",1994-11-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1994","3","Henderson_Lake",1994-11-20,"1994-11-13","1994-11-27",1994-11-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1994","3","Henderson_Lake",1994-11-21,"1994-11-14","1994-11-28",1994-11-17,"Trawl, Acoustic","MATCH","Acoustic date matches more than one trawl date",3,"Trawl data rescued"
"1994","3","Henderson_Lake",1995-03-01,"1995-02-22","1995-03-08",1995-03-02,"Trawl, Acoustic","MATCH","Acoustic date matches one trawl date",1,"Trawl data rescued"
"1994","3","Henderson_Lake",NA,NA,NA,1994-06-26,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","3","Henderson_Lake",NA,NA,NA,1994-06-27,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","3","Henderson_Lake",NA,NA,NA,1994-08-10,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","6","Hobiton_Lake",NA,NA,NA,1994-06-22,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","6","Hobiton_Lake",NA,NA,NA,1994-07-26,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","6","Hobiton_Lake",NA,NA,NA,1994-07-27,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","6","Hobiton_Lake",NA,NA,NA,1994-08-13,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","6","Hobiton_Lake",NA,NA,NA,1994-08-14,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","6","Hobiton_Lake",NA,NA,NA,1994-11-24,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","6","Hobiton_Lake",NA,NA,NA,1995-03-03,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","26","Ian_Lake",NA,NA,NA,1994-09-06,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
"1994","26","Ian_Lake",NA,NA,NA,1994-09-07,"Acoustic","MISMATCH",NA,NA,"Trawl data rescued"
