"ats_year","survey_date","lake_code","lake_name","count_trawl","count_acoustic","survey_match"
1989,"1990-03-02",8,"Long Lake",405,NA,"Trawl only"
1989,"1990-03-03",8,"Long Lake",31,NA,"Trawl only"
1989,"1990-03-05",18,"Owikeno Lake",142,NA,"Trawl only"
1989,"1990-03-06",18,"Owikeno Lake",100,NA,"Trawl only"
1989,"1990-03-07",18,"Owikeno Lake",193,NA,"Trawl only"
1989,"1990-03-08",18,"Owikeno Lake",36,NA,"Trawl only"
1989,"1990-03-14",2,"Sproat Lake",4,121,"Match"
1989,"1990-03-14",159,"Sproat Lake (Two R)",24,NA,"Trawl only"
1989,"1990-03-15",1,"Great Central Lake",92,78,"Match"
1989,"1990-03-15",159,"Sproat Lake (Two R)",15,NA,"Trawl only"
1989,"1990-03-16",1,"Great Central Lake",13,NA,"Trawl only"
1990,"1990-04-26",44,"Muriel Lake",NA,80,"Acoustic only"
1990,"1990-05-26",44,"Muriel Lake",24,NA,"Trawl only"
1990,"1990-05-27",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1990,"1990-05-28",40,"Kennedy Lake (Clay)",34,NA,"Trawl only"
1990,"1990-05-29",6,"Hobiton Lake",NA,99,"Acoustic only"
1990,"1990-05-29",40,"Kennedy Lake (Clay)",21,NA,"Trawl only"
1990,"1990-05-29",41,"Kennedy Lake (Main)",101,150,"Match"
1990,"1990-05-30",41,"Kennedy Lake (Main)",82,NA,"Trawl only"
1990,"1990-05-31",40,"Kennedy Lake (Clay)",9,NA,"Trawl only"
1990,"1990-05-31",41,"Kennedy Lake (Main)",102,NA,"Trawl only"
1990,"1990-06-01",40,"Kennedy Lake (Clay)",174,NA,"Trawl only"
1990,"1990-06-01",41,"Kennedy Lake (Main)",243,NA,"Trawl only"
1990,"1990-06-02",107,"Cheewhat Lake",NA,30,"Acoustic only"
1990,"1990-06-02",6,"Hobiton Lake",2,NA,"Trawl only"
1990,"1990-06-03",107,"Cheewhat Lake",31,NA,"Trawl only"
1990,"1990-06-11",2,"Sproat Lake",1,121,"Match"
1990,"1990-06-12",2,"Sproat Lake",130,121,"Match"
1990,"1990-06-13",1,"Great Central Lake",18,78,"Match"
1990,"1990-06-13",2,"Sproat Lake",53,121,"Match"
1990,"1990-06-14",1,"Great Central Lake",132,78,"Match"
1990,"1990-06-18",6,"Hobiton Lake",NA,99,"Acoustic only"
1990,"1990-06-19",107,"Cheewhat Lake",NA,30,"Acoustic only"
1990,"1990-06-19",6,"Hobiton Lake",110,NA,"Trawl only"
1990,"1990-06-20",107,"Cheewhat Lake",122,NA,"Trawl only"
1990,"1990-06-20",3,"Henderson Lake",13,180,"Match"
1990,"1990-06-21",3,"Henderson Lake",69,NA,"Trawl only"
1990,"1990-06-22",801,"Long Lake (A)",NA,90,"Acoustic only"
1990,"1990-06-22",802,"Long Lake (B)",217,NA,"Trawl only"
1990,"1990-06-23",801,"Long Lake (A)",253,NA,"Trawl only"
1990,"1990-06-23",802,"Long Lake (B)",6,NA,"Trawl only"
1990,"1990-06-24",801,"Long Lake (A)",16,NA,"Trawl only"
1990,"1990-06-25",107,"Cheewhat Lake",76,30,"Match"
1990,"1990-06-26",6,"Hobiton Lake",15,NA,"Trawl only"
1990,"1990-06-27",6,"Hobiton Lake",NA,99,"Acoustic only"
1990,"1990-07-18",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1990,"1990-07-19",41,"Kennedy Lake (Main)",52,150,"Match"
1990,"1990-07-20",41,"Kennedy Lake (Main)",32,NA,"Trawl only"
1990,"1990-07-21",44,"Muriel Lake",5,NA,"Trawl only"
1990,"1990-07-22",6,"Hobiton Lake",87,99,"Match"
1990,"1990-07-22",44,"Muriel Lake",5,NA,"Trawl only"
1990,"1990-07-23",107,"Cheewhat Lake",189,30,"Match"
1990,"1990-08-06",6,"Hobiton Lake",108,99,"Match"
1990,"1990-08-07",107,"Cheewhat Lake",113,30,"Match"
1990,"1990-08-09",18,"Owikeno Lake",342,NA,"Trawl only"
1990,"1990-08-10",18,"Owikeno Lake",930,NA,"Trawl only"
1990,"1990-08-11",18,"Owikeno Lake",487,NA,"Trawl only"
1990,"1990-08-12",18,"Owikeno Lake",1865,NA,"Trawl only"
1990,"1990-08-17",69,"Yakoun Lake",NA,120,"Acoustic only"
1990,"1990-08-18",69,"Yakoun Lake",18,NA,"Trawl only"
1990,"1990-08-19",156,"Skidegate Lake NE",NA,33,"Acoustic only"
1990,"1990-08-19",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1990,"1990-08-19",69,"Yakoun Lake",122,NA,"Trawl only"
1990,"1990-08-20",62,"Skidegate Lake",770,NA,"Trawl only"
1990,"1990-08-21",62,"Skidegate Lake",34,NA,"Trawl only"
1990,"1990-08-23",22,"Woss Lake",74,55,"Match"
1990,"1990-08-24",21,"Nimpkish Lake",8,88,"Match"
1990,"1990-08-24",22,"Woss Lake",132,NA,"Trawl only"
1990,"1990-08-25",21,"Nimpkish Lake",127,NA,"Trawl only"
1990,"1990-08-26",21,"Nimpkish Lake",96,NA,"Trawl only"
1990,"1990-09-06",161,"Brannen Lake",4,NA,"Trawl only"
1990,"1990-09-07",41,"Kennedy Lake (Main)",81,150,"Match"
1990,"1990-09-08",41,"Kennedy Lake (Main)",175,NA,"Trawl only"
1990,"1990-09-09",40,"Kennedy Lake (Clay)",162,160,"Match"
1990,"1990-09-09",41,"Kennedy Lake (Main)",150,NA,"Trawl only"
1990,"1990-09-10",40,"Kennedy Lake (Clay)",314,NA,"Trawl only"
1990,"1990-09-10",44,"Muriel Lake",18,80,"Match"
1990,"1990-09-11",44,"Muriel Lake",4,NA,"Trawl only"
1990,"1990-09-12",801,"Long Lake (A)",126,90,"Match"
1990,"1990-09-13",801,"Long Lake (A)",403,NA,"Trawl only"
1990,"1990-09-13",802,"Long Lake (B)",520,70,"Match"
1990,"1990-09-14",801,"Long Lake (A)",4,NA,"Trawl only"
1990,"1990-09-14",802,"Long Lake (B)",303,NA,"Trawl only"
1990,"1990-09-18",23,"Vernon Lake",10,NA,"Trawl only"
1990,"1990-09-19",23,"Vernon Lake",103,36,"Match"
1990,"1990-09-20",6,"Hobiton Lake",47,NA,"Trawl only"
1990,"1990-10-02",107,"Cheewhat Lake",93,30,"Match"
1990,"1990-10-03",107,"Cheewhat Lake",50,30,"Match"
1990,"1990-10-04",6,"Hobiton Lake",43,99,"Match"
1990,"1990-10-05",3,"Henderson Lake",35,180,"Match"
1990,"1990-10-05",6,"Hobiton Lake",56,NA,"Trawl only"
1990,"1990-10-06",3,"Henderson Lake",51,NA,"Trawl only"
1990,"1990-10-15",1,"Great Central Lake",NA,78,"Acoustic only"
1990,"1990-10-15",2,"Sproat Lake",21,121,"Match"
1990,"1990-10-16",1,"Great Central Lake",NA,78,"Acoustic only"
1990,"1990-10-16",2,"Sproat Lake",8,121,"Match"
1990,"1990-10-17",1,"Great Central Lake",174,NA,"Trawl only"
1990,"1990-10-17",2,"Sproat Lake",23,121,"Match"
1990,"1990-10-18",1,"Great Central Lake",NA,78,"Acoustic only"
1990,"1990-10-18",2,"Sproat Lake",NA,121,"Acoustic only"
1990,"1991-02-06",2,"Sproat Lake",NA,121,"Acoustic only"
1990,"1991-02-09",2,"Sproat Lake",NA,121,"Acoustic only"
1990,"1991-02-15",41,"Kennedy Lake (Main)",26,150,"Match"
1990,"1991-02-16",41,"Kennedy Lake (Main)",45,NA,"Trawl only"
1990,"1991-02-17",40,"Kennedy Lake (Clay)",16,160,"Match"
1990,"1991-02-17",41,"Kennedy Lake (Main)",43,NA,"Trawl only"
1990,"1991-02-18",40,"Kennedy Lake (Clay)",6,NA,"Trawl only"
1990,"1991-02-19",44,"Muriel Lake",4,NA,"Trawl only"
1990,"1991-02-20",6,"Hobiton Lake",16,NA,"Trawl only"
1990,"1991-02-21",6,"Hobiton Lake",11,NA,"Trawl only"
1990,"1991-03-05",1,"Great Central Lake",4,NA,"Trawl only"
1990,"1991-03-06",107,"Cheewhat Lake",203,30,"Match"
1990,"1991-03-07",107,"Cheewhat Lake",11,NA,"Trawl only"
1990,"1991-03-07",1,"Great Central Lake",NA,78,"Acoustic only"
1990,"1991-03-10",8,"Long Lake",98,NA,"Trawl only"
1990,"1991-03-10",801,"Long Lake (A)",98,NA,"Trawl only"
1990,"1991-03-11",8,"Long Lake",363,NA,"Trawl only"
1990,"1991-03-11",801,"Long Lake (A)",125,90,"Match"
1990,"1991-03-11",802,"Long Lake (B)",355,70,"Match"
1990,"1991-03-12",8,"Long Lake",248,NA,"Trawl only"
1990,"1991-03-12",802,"Long Lake (B)",248,NA,"Trawl only"
1990,"1991-03-12",18,"Owikeno Lake",198,NA,"Trawl only"
1990,"1991-03-13",18,"Owikeno Lake",92,NA,"Trawl only"
1990,"1991-03-14",18,"Owikeno Lake",370,NA,"Trawl only"
1990,"1991-03-15",18,"Owikeno Lake",79,NA,"Trawl only"
1991,"1991-05-23",6,"Hobiton Lake",NA,99,"Acoustic only"
1991,"1991-05-24",6,"Hobiton Lake",106,NA,"Trawl only"
1991,"1991-06-06",107,"Cheewhat Lake",NA,30,"Acoustic only"
1991,"1991-06-20",67,"Trapper Lake",233,NA,"Trawl only"
1991,"1991-06-25",3,"Henderson Lake",NA,180,"Acoustic only"
1991,"1991-06-26",3,"Henderson Lake",3,NA,"Trawl only"
1991,"1991-06-26",6,"Hobiton Lake",NA,99,"Acoustic only"
1991,"1991-06-27",6,"Hobiton Lake",74,NA,"Trawl only"
1991,"1991-06-29",8,"Long Lake",236,NA,"Trawl only"
1991,"1991-06-30",8,"Long Lake",453,NA,"Trawl only"
1991,"1991-07-02",18,"Owikeno Lake",292,NA,"Trawl only"
1991,"1991-07-03",18,"Owikeno Lake",1432,NA,"Trawl only"
1991,"1991-07-15",66,"Tatsamenie Lake",3,NA,"Trawl only"
1991,"1991-07-16",66,"Tatsamenie Lake",1,NA,"Trawl only"
1991,"1991-07-17",1,"Great Central Lake",28,NA,"Trawl only"
1991,"1991-07-17",67,"Trapper Lake",242,NA,"Trawl only"
1991,"1991-07-18",1,"Great Central Lake",232,78,"Match"
1991,"1991-07-18",67,"Trapper Lake",115,NA,"Trawl only"
1991,"1991-07-19",1,"Great Central Lake",178,NA,"Trawl only"
1991,"1991-07-19",2,"Sproat Lake",1,121,"Match"
1991,"1991-07-20",2,"Sproat Lake",112,NA,"Trawl only"
1991,"1991-07-21",6,"Hobiton Lake",NA,99,"Acoustic only"
1991,"1991-07-21",2,"Sproat Lake",66,NA,"Trawl only"
1991,"1991-07-22",107,"Cheewhat Lake",NA,30,"Acoustic only"
1991,"1991-07-22",6,"Hobiton Lake",50,99,"Match"
1991,"1991-07-23",107,"Cheewhat Lake",206,NA,"Trawl only"
1991,"1991-08-12",65,"Takla Lake",NA,117,"Acoustic only"
1991,"1991-08-14",67,"Trapper Lake",181,NA,"Trawl only"
1991,"1991-08-15",6,"Hobiton Lake",NA,99,"Acoustic only"
1991,"1991-08-16",6,"Hobiton Lake",25,NA,"Trawl only"
1991,"1991-08-16",66,"Tatsamenie Lake",16,NA,"Trawl only"
1991,"1991-08-22",180,"Link Lake",NA,90,"Acoustic only"
1991,"1991-08-23",180,"Link Lake",3,NA,"Trawl only"
1991,"1991-08-24",181,"Ellerslie Lake",4,126,"Match"
1991,"1991-08-30",43,"Meziadin Lake",10,NA,"Trawl only"
1991,"1991-08-31",43,"Meziadin Lake",80,54,"Match"
1991,"1991-09-01",35,"Bowser Lake",4,NA,"Trawl only"
1991,"1991-09-02",35,"Bowser Lake",13,NA,"Trawl only"
1991,"1991-09-06",38,"Damdochax Lake",79,20,"Match"
1991,"1991-09-07",38,"Damdochax Lake",21,NA,"Trawl only"
1991,"1991-09-07",213,"Kwinageese Lake",NA,40,"Acoustic only"
1991,"1991-09-08",11,"Fred Wright Lake",53,32,"Match"
1991,"1991-09-08",213,"Kwinageese Lake",NA,40,"Acoustic only"
1991,"1991-09-09",11,"Fred Wright Lake",19,NA,"Trawl only"
1991,"1991-09-10",64,"Tahltan Lake",30,98,"Match"
1991,"1991-09-11",64,"Tahltan Lake",133,NA,"Trawl only"
1991,"1991-09-12",64,"Tahltan Lake",2,NA,"Trawl only"
1991,"1991-09-14",66,"Tatsamenie Lake",44,NA,"Trawl only"
1991,"1991-09-15",66,"Tatsamenie Lake",5,NA,"Trawl only"
1991,"1991-09-17",67,"Trapper Lake",31,45,"Match"
1991,"1991-10-08",3,"Henderson Lake",9,180,"Match"
1991,"1991-10-09",3,"Henderson Lake",32,NA,"Trawl only"
1991,"1991-10-10",6,"Hobiton Lake",32,99,"Match"
1991,"1991-10-11",107,"Cheewhat Lake",114,30,"Match"
1991,"1991-10-16",2,"Sproat Lake",NA,121,"Acoustic only"
1991,"1991-10-22",25,"Eden Lake",NA,40,"Acoustic only"
1991,"1991-10-22",40,"Kennedy Lake (Clay)",26,160,"Match"
1991,"1991-10-23",26,"Ian Lake",7,90,"Match"
1991,"1991-10-23",40,"Kennedy Lake (Clay)",27,NA,"Trawl only"
1991,"1991-10-23",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1991,"1991-10-24",27,"Awun Lake",NA,40,"Acoustic only"
1991,"1991-10-24",41,"Kennedy Lake (Main)",424,NA,"Trawl only"
1991,"1991-10-25",69,"Yakoun Lake",NA,120,"Acoustic only"
1991,"1991-10-26",69,"Yakoun Lake",21,NA,"Trawl only"
1991,"1991-10-29",62,"Skidegate Lake",75,NA,"Trawl only"
1991,"1991-10-29",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1991,"1991-10-29",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1991,"1991-10-30",1,"Great Central Lake",18,78,"Match"
1991,"1991-10-31",1,"Great Central Lake",9,NA,"Trawl only"
1991,"1991-11-04",18,"Owikeno Lake",131,NA,"Trawl only"
1991,"1991-11-05",18,"Owikeno Lake",386,NA,"Trawl only"
1991,"1992-02-12",3,"Henderson Lake",11,180,"Match"
1991,"1992-02-18",6,"Hobiton Lake",17,99,"Match"
1991,"1992-02-19",107,"Cheewhat Lake",62,30,"Match"
1991,"1992-02-19",6,"Hobiton Lake",9,NA,"Trawl only"
1991,"1992-02-24",2,"Sproat Lake",18,121,"Match"
1991,"1992-02-25",1,"Great Central Lake",22,78,"Match"
1991,"1992-02-25",2,"Sproat Lake",72,NA,"Trawl only"
1991,"1992-02-26",1,"Great Central Lake",11,NA,"Trawl only"
1991,"1992-03-04",8,"Long Lake",167,NA,"Trawl only"
1991,"1992-03-04",801,"Long Lake (A)",NA,90,"Acoustic only"
1991,"1992-03-04",802,"Long Lake (B)",NA,70,"Acoustic only"
1991,"1992-03-05",8,"Long Lake",169,NA,"Trawl only"
1991,"1992-03-07",18,"Owikeno Lake",649,NA,"Trawl only"
1991,"1992-03-08",18,"Owikeno Lake",74,NA,"Trawl only"
1991,"1992-03-09",18,"Owikeno Lake",349,NA,"Trawl only"
1991,"1992-03-11",21,"Nimpkish Lake",78,88,"Match"
1991,"1992-03-12",21,"Nimpkish Lake",52,NA,"Trawl only"
1991,"1992-03-13",22,"Woss Lake",30,55,"Match"
1991,"1992-03-14",23,"Vernon Lake",4,36,"Match"
1991,"1992-03-15",24,"Schoen Lake",NA,36,"Acoustic only"
1992,"1992-05-27",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-06-16",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-06-17",107,"Cheewhat Lake",NA,30,"Acoustic only"
1992,"1992-06-23",3,"Henderson Lake",NA,180,"Acoustic only"
1992,"1992-06-24",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-07-13",801,"Long Lake (A)",NA,90,"Acoustic only"
1992,"1992-07-13",802,"Long Lake (B)",NA,70,"Acoustic only"
1992,"1992-07-13",2,"Sproat Lake",NA,121,"Acoustic only"
1992,"1992-07-14",8,"Long Lake",704,NA,"Trawl only"
1992,"1992-07-15",1,"Great Central Lake",NA,78,"Acoustic only"
1992,"1992-07-15",8,"Long Lake",201,NA,"Trawl only"
1992,"1992-07-16",8,"Long Lake",53,NA,"Trawl only"
1992,"1992-07-17",18,"Owikeno Lake",678,NA,"Trawl only"
1992,"1992-07-18",18,"Owikeno Lake",355,NA,"Trawl only"
1992,"1992-07-19",8,"Long Lake",17,NA,"Trawl only"
1992,"1992-07-19",18,"Owikeno Lake",578,NA,"Trawl only"
1992,"1992-07-29",62,"Skidegate Lake",9,NA,"Trawl only"
1992,"1992-07-29",64,"Tahltan Lake",15,NA,"Trawl only"
1992,"1992-07-30",62,"Skidegate Lake",16,NA,"Trawl only"
1992,"1992-07-31",64,"Tahltan Lake",11,NA,"Trawl only"
1992,"1992-08-01",62,"Skidegate Lake",52,NA,"Trawl only"
1992,"1992-08-01",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1992,"1992-08-01",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1992,"1992-08-01",66,"Tatsamenie Lake",2,144,"Match"
1992,"1992-08-02",66,"Tatsamenie Lake",2,NA,"Trawl only"
1992,"1992-08-02",69,"Yakoun Lake",NA,120,"Acoustic only"
1992,"1992-08-04",69,"Yakoun Lake",5,NA,"Trawl only"
1992,"1992-08-06",107,"Cheewhat Lake",NA,30,"Acoustic only"
1992,"1992-08-06",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-08-07",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-08-09",21,"Nimpkish Lake",NA,88,"Acoustic only"
1992,"1992-08-11",23,"Vernon Lake",NA,36,"Acoustic only"
1992,"1992-08-12",23,"Vernon Lake",229,NA,"Trawl only"
1992,"1992-08-12",22,"Woss Lake",484,55,"Match"
1992,"1992-08-13",24,"Schoen Lake",40,36,"Match"
1992,"1992-08-13",22,"Woss Lake",222,NA,"Trawl only"
1992,"1992-08-14",38,"Damdochax Lake",14,NA,"Trawl only"
1992,"1992-08-15",38,"Damdochax Lake",19,NA,"Trawl only"
1992,"1992-08-17",214,"Dragon Lake",320,NA,"Trawl only"
1992,"1992-08-19",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-09-01",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-09-02",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-09-03",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-09-04",6,"Hobiton Lake",NA,99,"Acoustic only"
1992,"1992-09-08",43,"Meziadin Lake",169,NA,"Trawl only"
1992,"1992-09-10",35,"Bowser Lake",2,NA,"Trawl only"
1992,"1992-09-11",35,"Bowser Lake",19,NA,"Trawl only"
1992,"1992-09-23",38,"Damdochax Lake",113,NA,"Trawl only"
1992,"1992-09-23",18,"Owikeno Lake",281,NA,"Trawl only"
1992,"1992-09-25",18,"Owikeno Lake",158,NA,"Trawl only"
1992,"1992-10-02",64,"Tahltan Lake",5,NA,"Trawl only"
1992,"1992-10-03",64,"Tahltan Lake",36,NA,"Trawl only"
1992,"1992-10-12",8,"Long Lake",384,NA,"Trawl only"
1992,"1992-10-12",801,"Long Lake (A)",NA,90,"Acoustic only"
1992,"1992-10-12",802,"Long Lake (B)",NA,70,"Acoustic only"
1992,"1992-10-13",8,"Long Lake",342,NA,"Trawl only"
1992,"1992-10-14",8,"Long Lake",98,NA,"Trawl only"
1992,"1992-10-23",2,"Sproat Lake",33,NA,"Trawl only"
1992,"1992-10-26",2,"Sproat Lake",9,121,"Match"
1992,"1992-10-27",1,"Great Central Lake",316,78,"Match"
1992,"1992-10-27",2,"Sproat Lake",123,NA,"Trawl only"
1992,"1992-11-27",6,"Hobiton Lake",25,99,"Match"
1992,"1992-11-28",6,"Hobiton Lake",77,NA,"Trawl only"
1992,"1992-11-30",107,"Cheewhat Lake",NA,30,"Acoustic only"
1992,"1992-12-03",3,"Henderson Lake",36,180,"Match"
1992,"1992-12-04",3,"Henderson Lake",247,NA,"Trawl only"
1992,"1993-02-10",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1992,"1993-02-10",2,"Sproat Lake",19,121,"Match"
1992,"1993-02-11",1,"Great Central Lake",64,78,"Match"
1992,"1993-02-11",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1992,"1993-02-11",2,"Sproat Lake",57,NA,"Trawl only"
1992,"1993-02-12",1,"Great Central Lake",153,78,"Match"
1992,"1993-02-23",107,"Cheewhat Lake",NA,30,"Acoustic only"
1992,"1993-02-24",6,"Hobiton Lake",30,99,"Match"
1992,"1993-02-25",3,"Henderson Lake",59,NA,"Trawl only"
1992,"1993-02-25",6,"Hobiton Lake",48,NA,"Trawl only"
1992,"1993-02-26",3,"Henderson Lake",180,180,"Match"
1992,"1993-03-08",18,"Owikeno Lake",318,NA,"Trawl only"
1992,"1993-03-09",18,"Owikeno Lake",101,NA,"Trawl only"
1992,"1993-03-10",18,"Owikeno Lake",244,NA,"Trawl only"
1993,"1993-05-09",62,"Skidegate Lake",3,NA,"Trawl only"
1993,"1993-06-15",43,"Meziadin Lake",203,NA,"Trawl only"
1993,"1993-06-16",35,"Bowser Lake",4,NA,"Trawl only"
1993,"1993-06-30",6,"Hobiton Lake",NA,99,"Acoustic only"
1993,"1993-07-10",35,"Bowser Lake",4,NA,"Trawl only"
1993,"1993-07-10",43,"Meziadin Lake",320,NA,"Trawl only"
1993,"1993-07-13",107,"Cheewhat Lake",NA,30,"Acoustic only"
1993,"1993-07-14",6,"Hobiton Lake",NA,99,"Acoustic only"
1993,"1993-07-15",6,"Hobiton Lake",NA,99,"Acoustic only"
1993,"1993-07-17",3,"Henderson Lake",285,180,"Match"
1993,"1993-07-18",3,"Henderson Lake",454,NA,"Trawl only"
1993,"1993-07-23",801,"Long Lake (A)",NA,90,"Acoustic only"
1993,"1993-07-23",802,"Long Lake (B)",NA,70,"Acoustic only"
1993,"1993-07-24",8,"Long Lake",355,NA,"Trawl only"
1993,"1993-07-25",8,"Long Lake",294,NA,"Trawl only"
1993,"1993-07-26",8,"Long Lake",686,NA,"Trawl only"
1993,"1993-07-27",2,"Sproat Lake",NA,121,"Acoustic only"
1993,"1993-07-28",1,"Great Central Lake",NA,78,"Acoustic only"
1993,"1993-08-09",35,"Bowser Lake",9,NA,"Trawl only"
1993,"1993-08-09",43,"Meziadin Lake",298,NA,"Trawl only"
1993,"1993-08-11",6,"Hobiton Lake",NA,99,"Acoustic only"
1993,"1993-08-12",6,"Hobiton Lake",NA,99,"Acoustic only"
1993,"1993-08-17",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1993,"1993-08-17",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1993,"1993-08-20",25,"Eden Lake",NA,40,"Acoustic only"
1993,"1993-08-21",26,"Ian Lake",NA,90,"Acoustic only"
1993,"1993-08-23",69,"Yakoun Lake",NA,120,"Acoustic only"
1993,"1993-08-28",55,"Mathers Lake",11,48,"Match"
1993,"1993-08-29",55,"Mathers Lake",75,NA,"Trawl only"
1993,"1993-08-30",175,"Tuya Lake",NA,80,"Acoustic only"
1993,"1993-09-05",224,"Nakina Lake",NA,49,"Acoustic only"
1993,"1993-09-07",176,"L Trapper Lake",NA,25,"Acoustic only"
1993,"1993-09-10",67,"Trapper Lake",NA,45,"Acoustic only"
1993,"1993-09-14",66,"Tatsamenie Lake",1,63,"Match"
1993,"1993-09-15",66,"Tatsamenie Lake",72,NA,"Trawl only"
1993,"1993-09-16",66,"Tatsamenie Lake",16,NA,"Trawl only"
1993,"1993-09-18",64,"Tahltan Lake",34,98,"Match"
1993,"1993-09-19",64,"Tahltan Lake",18,NA,"Trawl only"
1993,"1993-09-20",64,"Tahltan Lake",139,NA,"Trawl only"
1993,"1993-09-22",43,"Meziadin Lake",210,NA,"Trawl only"
1993,"1993-09-25",35,"Bowser Lake",41,NA,"Trawl only"
1993,"1993-09-28",38,"Damdochax Lake",216,NA,"Trawl only"
1993,"1993-10-12",2,"Sproat Lake",NA,121,"Acoustic only"
1993,"1993-10-13",1,"Great Central Lake",NA,78,"Acoustic only"
1993,"1993-10-21",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1993,"1993-10-22",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1993,"1993-10-26",3,"Henderson Lake",106,180,"Match"
1993,"1993-10-27",3,"Henderson Lake",108,NA,"Trawl only"
1993,"1993-10-27",6,"Hobiton Lake",NA,99,"Acoustic only"
1993,"1993-11-14",24,"Schoen Lake",NA,36,"Acoustic only"
1993,"1993-11-18",22,"Woss Lake",NA,55,"Acoustic only"
1993,"1993-11-19",23,"Vernon Lake",NA,36,"Acoustic only"
1993,"1993-11-19",22,"Woss Lake",NA,55,"Acoustic only"
1993,"1993-11-30",45,"Muchalat Lake",178,45,"Match"
1993,"1994-01-31",2,"Sproat Lake",NA,121,"Acoustic only"
1993,"1994-02-02",1,"Great Central Lake",NA,78,"Acoustic only"
1993,"1994-02-09",41,"Kennedy Lake (Main)",NA,150,"Acoustic only"
1993,"1994-02-10",40,"Kennedy Lake (Clay)",NA,160,"Acoustic only"
1993,"1994-02-15",3,"Henderson Lake",NA,180,"Acoustic only"
1993,"1994-02-16",3,"Henderson Lake",23,NA,"Trawl only"
1993,"1994-02-18",107,"Cheewhat Lake",NA,30,"Acoustic only"
1993,"1994-02-19",6,"Hobiton Lake",NA,99,"Acoustic only"
1993,"1994-03-05",21,"Nimpkish Lake",NA,88,"Acoustic only"
1993,"1994-03-08",8,"Long Lake",308,NA,"Trawl only"
1993,"1994-03-08",801,"Long Lake (A)",NA,90,"Acoustic only"
1993,"1994-03-08",802,"Long Lake (B)",NA,70,"Acoustic only"
1993,"1994-03-09",8,"Long Lake",92,NA,"Trawl only"
1993,"1994-03-11",118,"Megin Lake",44,48,"Match"
1994,"1994-06-22",6,"Hobiton Lake",NA,99,"Acoustic only"
1994,"1994-06-24",107,"Cheewhat Lake",NA,30,"Acoustic only"
1994,"1994-06-25",107,"Cheewhat Lake",NA,30,"Acoustic only"
1994,"1994-06-26",3,"Henderson Lake",NA,180,"Acoustic only"
1994,"1994-06-27",3,"Henderson Lake",NA,180,"Acoustic only"
1994,"1994-07-26",6,"Hobiton Lake",NA,99,"Acoustic only"
1994,"1994-07-27",6,"Hobiton Lake",NA,99,"Acoustic only"
1994,"1994-07-28",107,"Cheewhat Lake",NA,30,"Acoustic only"
1994,"1994-07-29",107,"Cheewhat Lake",NA,30,"Acoustic only"
1994,"1994-08-04",69,"Yakoun Lake",NA,120,"Acoustic only"
1994,"1994-08-10",3,"Henderson Lake",NA,180,"Acoustic only"
1994,"1994-08-13",6,"Hobiton Lake",NA,99,"Acoustic only"
1994,"1994-08-14",6,"Hobiton Lake",NA,99,"Acoustic only"
1994,"1994-08-23",225,"Sustut Lake",NA,25,"Acoustic only"
1994,"1994-08-25",226,"Johanson Lake",NA,48,"Acoustic only"
1994,"1994-08-28",155,"Skidegate Lake SW",NA,9,"Acoustic only"
1994,"1994-08-30",156,"Skidegate Lake NE",NA,35,"Acoustic only"
1994,"1994-08-31",69,"Yakoun Lake",NA,120,"Acoustic only"
1994,"1994-09-02",27,"Awun Lake",NA,40,"Acoustic only"
1994,"1994-09-02",175,"Tuya Lake",NA,80,"Acoustic only"
1994,"1994-09-06",26,"Ian Lake",NA,90,"Acoustic only"
1994,"1994-09-07",26,"Ian Lake",NA,90,"Acoustic only"
1994,"1994-09-08",25,"Eden Lake",NA,40,"Acoustic only"
1994,"1994-09-08",26,"Ian Lake",NA,90,"Acoustic only"
1994,"1994-09-08",176,"L Trapper Lake",NA,25,"Acoustic only"
1994,"1994-09-11",67,"Trapper Lake",NA,45,"Acoustic only"
1994,"1994-09-13",66,"Tatsamenie Lake",NA,63,"Acoustic only"
1994,"1994-09-18",64,"Tahltan Lake",NA,98,"Acoustic only"
