"ats_year","lake_code","lake_name","survey_date_trawl","survey_date_acoustic","survey_date_inventory","interval_start","interval_end","source_file","match_status","match_status_inventory","final_match"
"1990","2","Sproat_Lake",1990-06-13,1990-06-12,1990-06-12,"1990-06-11","1990-06-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-06-13,1990-06-13,1990-06-13,"1990-06-11","1990-06-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-15,1990-10-15,1990-10-15,"1990-10-13","1990-10-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-15,1990-10-16,1990-10-16,"1990-10-13","1990-10-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-15,1990-10-17,1990-10-17,"1990-10-13","1990-10-17","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-16,1990-10-15,1990-10-15,"1990-10-14","1990-10-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-16,1990-10-16,1990-10-16,"1990-10-14","1990-10-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-16,1990-10-17,1990-10-17,"1990-10-14","1990-10-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-16,1990-10-18,1990-10-18,"1990-10-14","1990-10-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-17,1990-10-15,1990-10-15,"1990-10-15","1990-10-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-17,1990-10-16,1990-10-16,"1990-10-15","1990-10-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-17,1990-10-17,1990-10-17,"1990-10-15","1990-10-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",1990-10-17,1990-10-18,1990-10-18,"1990-10-15","1990-10-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","2","Sproat_Lake",NA,1991-02-06,1991-02-06,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1990","2","Sproat_Lake",NA,1991-02-09,1991-02-09,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1990","142","Sproat_River",NA,NA,1990-04-04,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","142","Sproat_River",NA,NA,1990-04-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-17,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-22,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-30,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-05-31,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-06-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-06-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-06-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-06-07,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-06-08,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-06-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-06-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-06-13,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-07-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","64","Tahltan_Lake",NA,NA,1990-07-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","23","Vernon_Lake",1990-09-18,1990-09-19,1990-09-19,"1990-09-16","1990-09-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","23","Vernon_Lake",1990-09-19,1990-09-19,1990-09-19,"1990-09-17","1990-09-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","23","Vernon_Lake",NA,NA,1990-09-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","22","Woss_Lake",1990-08-23,1990-08-23,1990-08-23,"1990-08-21","1990-08-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","22","Woss_Lake",1990-08-24,1990-08-23,1990-08-23,"1990-08-22","1990-08-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1990","22","Woss_Lake",NA,NA,1990-08-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","69","Yakoun_Lake",NA,NA,1990-08-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1990","69","Yakoun_Lake",NA,NA,1990-08-19,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","27","Awun_Lake",NA,1991-10-24,1991-10-24,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1991","35","Bowser_Lake",NA,NA,1991-09-01,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","35","Bowser_Lake",NA,NA,1991-09-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","107","Cheewhat_Lake",1991-07-23,1991-07-22,1991-07-22,"1991-07-21","1991-07-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","107","Cheewhat_Lake",1991-10-11,1991-10-11,1991-10-11,"1991-10-09","1991-10-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","107","Cheewhat_Lake",1992-02-19,1992-02-19,1992-02-19,"1992-02-17","1992-02-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","107","Cheewhat_Lake",NA,1991-06-06,1991-06-06,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1991","107","Cheewhat_Lake",NA,NA,1991-07-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","38","Damdochax_Lake",1991-09-06,1991-09-06,1991-09-06,"1991-09-04","1991-09-08","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","38","Damdochax_Lake",1991-09-07,1991-09-06,1991-09-06,"1991-09-05","1991-09-09","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","38","Damdochax_Lake",NA,NA,1991-09-07,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","25","Eden_Lake",NA,1991-10-22,1991-10-22,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1991","181","Ellerslie_Lake",1991-08-24,1991-08-24,1991-08-24,"1991-08-22","1991-08-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","11","Fred_Wright_Lake",1991-09-08,1991-09-08,1991-09-08,"1991-09-06","1991-09-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","11","Fred_Wright_Lake",1991-09-09,1991-09-08,1991-09-08,"1991-09-07","1991-09-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","11","Fred_Wright_Lake",NA,NA,1991-09-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","1","Great_Central_Lake",1991-07-17,1991-07-18,1991-07-18,"1991-07-15","1991-07-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","1","Great_Central_Lake",1991-07-18,1991-07-18,1991-07-18,"1991-07-16","1991-07-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","1","Great_Central_Lake",1991-07-19,1991-07-18,1991-07-18,"1991-07-17","1991-07-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","1","Great_Central_Lake",1991-10-30,1991-10-30,1991-10-30,"1991-10-28","1991-11-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","1","Great_Central_Lake",1991-10-31,1991-10-30,1991-10-30,"1991-10-29","1991-11-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","1","Great_Central_Lake",1992-02-25,1992-02-25,1992-02-25,"1992-02-23","1992-02-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","1","Great_Central_Lake",1992-02-26,1992-02-25,1992-02-25,"1992-02-24","1992-02-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","1","Great_Central_Lake",NA,NA,1991-07-17,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","1","Great_Central_Lake",NA,NA,1991-07-19,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","1","Great_Central_Lake",NA,NA,1991-10-31,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","1","Great_Central_Lake",NA,NA,1992-02-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","3","Henderson_Lake",1991-06-26,1991-06-25,1991-06-25,"1991-06-24","1991-06-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","3","Henderson_Lake",1991-10-08,1991-10-08,1991-10-08,"1991-10-06","1991-10-10","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","3","Henderson_Lake",1991-10-09,1991-10-08,1991-10-08,"1991-10-07","1991-10-11","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","3","Henderson_Lake",1992-02-12,1992-02-12,1992-02-12,"1992-02-10","1992-02-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","3","Henderson_Lake",NA,NA,1991-06-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","3","Henderson_Lake",NA,NA,1991-10-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","6","Hobiton_Lake",1991-05-24,1991-05-23,1991-05-23,"1991-05-22","1991-05-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","6","Hobiton_Lake",1991-06-27,1991-06-26,1991-06-26,"1991-06-25","1991-06-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","6","Hobiton_Lake",1991-07-22,1991-07-21,1991-07-21,"1991-07-20","1991-07-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","6","Hobiton_Lake",1991-07-22,1991-07-22,1991-07-22,"1991-07-20","1991-07-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","6","Hobiton_Lake",1991-08-16,1991-08-15,1991-08-15,"1991-08-14","1991-08-18","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","6","Hobiton_Lake",1991-10-10,1991-10-10,1991-10-10,"1991-10-08","1991-10-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","6","Hobiton_Lake",1992-02-18,1992-02-18,1992-02-18,"1992-02-16","1992-02-20","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","6","Hobiton_Lake",1992-02-19,1992-02-18,1992-02-18,"1992-02-17","1992-02-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","6","Hobiton_Lake",NA,NA,1991-05-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","6","Hobiton_Lake",NA,NA,1991-06-27,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","6","Hobiton_Lake",NA,NA,1991-08-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","6","Hobiton_Lake",NA,NA,1992-02-19,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","26","Ian_Lake",1991-10-23,1991-10-23,1991-10-23,"1991-10-21","1991-10-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","40","Kennedy_Lake_(Clay)",1991-10-22,1991-10-22,1991-10-22,"1991-10-20","1991-10-24","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","40","Kennedy_Lake_(Clay)",1991-10-23,1991-10-22,1991-10-22,"1991-10-21","1991-10-25","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","40","Kennedy_Lake_(Clay)",NA,NA,1991-10-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","41","Kennedy_Lake_(Main)",1991-10-24,1991-10-23,1991-10-23,"1991-10-22","1991-10-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","41","Kennedy_Lake_(Main)",NA,NA,1991-10-24,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","180","Link_Lake",NA,NA,1991-08-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","8","Long_Lake",NA,NA,1991-06-29,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","8","Long_Lake",NA,NA,1991-06-30,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","8","Long_Lake",NA,NA,1992-03-04,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","8","Long_Lake",NA,NA,1992-03-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","801","Long_Lake_(A)",NA,1992-03-04,1992-03-04,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1991","801","Long_Lake_(A)",NA,NA,1991-06-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","802","Long_Lake_(B)",NA,1992-03-04,1992-03-04,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1991","802","Long_Lake_(B)",NA,NA,1991-06-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","43","Meziadin_Lake",1991-08-30,1991-08-31,1991-08-31,"1991-08-28","1991-09-01","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","43","Meziadin_Lake",1991-08-31,1991-08-31,1991-08-31,"1991-08-29","1991-09-02","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","43","Meziadin_Lake",NA,NA,1991-08-30,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","21","Nimpkish_Lake",1992-03-11,1992-03-11,1992-03-11,"1992-03-09","1992-03-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","21","Nimpkish_Lake",1992-03-12,1992-03-11,1992-03-11,"1992-03-10","1992-03-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","21","Nimpkish_Lake",NA,NA,1992-03-12,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","132","Nitinat_Lake",NA,NA,1991-04-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","132","Nitinat_Lake",NA,NA,1991-05-22,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","18","Owikeno_Lake",NA,NA,1991-07-01,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","18","Owikeno_Lake",NA,NA,1991-07-02,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","18","Owikeno_Lake",NA,NA,1991-07-03,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","18","Owikeno_Lake",NA,NA,1991-11-04,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","18","Owikeno_Lake",NA,NA,1991-11-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","18","Owikeno_Lake",NA,NA,1992-03-07,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","18","Owikeno_Lake",NA,NA,1992-03-08,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","18","Owikeno_Lake",NA,NA,1992-03-09,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","62","Skidegate_Lake",NA,NA,1991-10-29,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","2","Sproat_Lake",1991-07-19,1991-07-19,1991-07-19,"1991-07-17","1991-07-21","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","2","Sproat_Lake",1991-07-20,1991-07-19,1991-07-19,"1991-07-18","1991-07-22","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","2","Sproat_Lake",1991-07-21,1991-07-19,1991-07-19,"1991-07-19","1991-07-23","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","2","Sproat_Lake",1992-02-24,1992-02-24,1992-02-24,"1992-02-22","1992-02-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","2","Sproat_Lake",1992-02-25,1992-02-24,1992-02-24,"1992-02-23","1992-02-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","2","Sproat_Lake",NA,1991-10-16,1991-10-16,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1991","2","Sproat_Lake",NA,NA,1991-07-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","2","Sproat_Lake",NA,NA,1991-07-21,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","2","Sproat_Lake",NA,NA,1992-02-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","64","Tahltan_Lake",1991-09-10,1991-09-10,1991-09-10,"1991-09-08","1991-09-12","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","64","Tahltan_Lake",1991-09-11,1991-09-10,1991-09-10,"1991-09-09","1991-09-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","64","Tahltan_Lake",1991-09-12,1991-09-10,1991-09-10,"1991-09-10","1991-09-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","64","Tahltan_Lake",NA,NA,1991-09-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","64","Tahltan_Lake",NA,NA,1991-09-12,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","66","Tatsamenie_Lake",NA,NA,1991-07-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","66","Tatsamenie_Lake",NA,NA,1991-07-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","66","Tatsamenie_Lake",NA,NA,1991-08-16,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","66","Tatsamenie_Lake",NA,NA,1991-09-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","66","Tatsamenie_Lake",NA,NA,1991-09-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","67","Trapper_Lake",1991-09-17,1991-09-17,1991-09-17,"1991-09-15","1991-09-19","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","67","Trapper_Lake",NA,NA,1991-06-20,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","67","Trapper_Lake",NA,NA,1991-07-17,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","67","Trapper_Lake",NA,NA,1991-07-18,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","67","Trapper_Lake",NA,NA,1991-08-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1991","23","Vernon_Lake",1992-03-14,1992-03-14,1992-03-14,"1992-03-12","1992-03-16","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","22","Woss_Lake",1992-03-13,1992-03-13,1992-03-13,"1992-03-11","1992-03-15","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1991","69","Yakoun_Lake",NA,NA,1991-10-26,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","220","Bonney_Lake",NA,NA,1992-08-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","220","Bonney_Lake",NA,NA,1992-09-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","35","Bowser_Lake",NA,NA,1992-09-10,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","35","Bowser_Lake",NA,NA,1992-09-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","107","Cheewhat_Lake",NA,1992-06-17,1992-06-17,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","107","Cheewhat_Lake",NA,1992-08-06,1992-08-06,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","107","Cheewhat_Lake",NA,1992-11-30,1992-11-30,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","107","Cheewhat_Lake",NA,1993-02-23,1993-02-23,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","38","Damdochax_Lake",NA,NA,1992-08-14,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","38","Damdochax_Lake",NA,NA,1992-08-15,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","38","Damdochax_Lake",NA,NA,1992-09-23,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","214","Dragon_Lake",NA,NA,1992-09-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","11","Fred_Wright_Lake",NA,NA,1992-08-11,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","11","Fred_Wright_Lake",NA,NA,1992-09-17,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","1","Great_Central_Lake",1992-10-27,1992-10-27,1992-10-27,"1992-10-25","1992-10-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","1","Great_Central_Lake",1993-02-11,1993-02-11,1993-02-11,"1993-02-09","1993-02-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","1","Great_Central_Lake",1993-02-11,1993-02-12,1993-02-12,"1993-02-09","1993-02-13","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","1","Great_Central_Lake",1993-02-12,1993-02-11,1993-02-11,"1993-02-10","1993-02-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","1","Great_Central_Lake",1993-02-12,1993-02-12,1993-02-12,"1993-02-10","1993-02-14","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","1","Great_Central_Lake",NA,1992-07-15,1992-07-15,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","3","Henderson_Lake",1992-12-03,1992-12-03,1992-12-03,"1992-12-01","1992-12-05","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","3","Henderson_Lake",1992-12-04,1992-12-03,1992-12-03,"1992-12-02","1992-12-06","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","3","Henderson_Lake",1993-02-25,1993-02-26,1993-02-26,"1993-02-23","1993-02-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","3","Henderson_Lake",1993-02-26,1993-02-26,1993-02-26,"1993-02-24","1993-02-28","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","3","Henderson_Lake",NA,1992-06-23,1992-06-23,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","3","Henderson_Lake",NA,NA,1992-12-04,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","3","Henderson_Lake",NA,NA,1993-02-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","6","Hobiton_Lake",1992-11-27,1992-11-27,1992-11-27,"1992-11-25","1992-11-29","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","6","Hobiton_Lake",1992-11-28,1992-11-27,1992-11-27,"1992-11-26","1992-11-30","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","6","Hobiton_Lake",1993-02-24,1993-02-24,1993-02-24,"1993-02-22","1993-02-26","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","6","Hobiton_Lake",1993-02-25,1993-02-24,1993-02-24,"1993-02-23","1993-02-27","Trawl, Acoustic, Inventory","MATCH","MATCH","MATCH BOTH"
"1992","6","Hobiton_Lake",NA,1992-05-27,1992-05-27,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-06-16,1992-06-16,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-06-24,1992-06-24,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-08-06,1992-08-06,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-08-07,1992-08-07,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-08-19,1992-08-19,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-09-01,1992-09-01,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-09-02,1992-09-02,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-09-03,1992-09-03,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,1992-09-04,1992-09-04,NA,NA,"Acoustic, Inventory","MISMATCH",NA,"MISMATCH"
"1992","6","Hobiton_Lake",NA,NA,1992-08-05,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","6","Hobiton_Lake",NA,NA,1992-11-28,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
"1992","6","Hobiton_Lake",NA,NA,1993-02-25,NA,NA,"Inventory",NA,"MISMATCH","MISMATCH"
