"lake_code","lake_name","survey_date_trawl","interval_start","interval_end","ats_year","source_file","survey_date_acoustic","match_status"
"802","Long_Lake_(B)",NA,NA,NA,"1979","Acoustic",1979-08-28,"MISMATCH"
"3","Henderson_Lake",NA,NA,NA,"1980","Acoustic",1980-08-11,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1980","Acoustic",1980-09-12,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1980","Acoustic",1981-02-24,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1980","Acoustic",1980-08-14,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1980","Acoustic",1980-10-22,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1980","Acoustic",1981-02-26,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1980","Acoustic",1980-08-15,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1980","Acoustic",1980-10-23,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1980","Acoustic",1981-02-27,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1981","Acoustic",1981-12-12,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1981","Acoustic",1981-08-25,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1981","Acoustic",1981-09-25,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1981","Acoustic",1981-08-26,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1981","Acoustic",1981-09-26,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1981","Acoustic",1981-12-03,"MISMATCH"
"22","Woss_Lake",NA,NA,NA,"1981","Acoustic",1981-08-08,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1982","Acoustic",1982-09-21,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1982","Acoustic",1982-09-22,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1982","Acoustic",1982-07-24,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1982","Acoustic",1982-08-15,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1982","Acoustic",1982-11-24,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1982","Acoustic",1982-07-26,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1982","Acoustic",1982-08-16,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1982","Acoustic",1982-11-26,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1982","Acoustic",1982-11-10,"MISMATCH"
"3","Henderson_Lake",NA,NA,NA,"1983","Acoustic",1983-11-02,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1983","Acoustic",1983-06-28,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1983","Acoustic",1983-06-29,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1983","Acoustic",1983-06-03,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1983","Acoustic",1983-07-18,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1983","Acoustic",1983-08-24,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1983","Acoustic",1983-11-15,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1983","Acoustic",1983-06-04,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1983","Acoustic",1983-07-19,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1983","Acoustic",1983-08-25,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1983","Acoustic",1983-11-15,"MISMATCH"
"69","Yakoun_Lake",NA,NA,NA,"1983","Acoustic",1983-09-03,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1984","Acoustic",1984-04-18,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1984","Acoustic",1984-05-16,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1984","Acoustic",1984-06-29,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1984","Acoustic",1985-01-27,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1984","Acoustic",1984-09-28,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1984","Acoustic",1984-11-19,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1984","Acoustic",1984-09-13,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1984","Acoustic",1984-11-10,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1984","Acoustic",1984-09-14,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1984","Acoustic",1984-11-11,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1985","Acoustic",1985-06-04,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1985","Acoustic",1986-03-20,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1985","Acoustic",1986-03-21,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1985","Acoustic",1986-03-22,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1985","Acoustic",1985-09-11,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1985","Acoustic",1985-09-12,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1985","Acoustic",1986-02-10,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1985","Acoustic",1985-09-11,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1985","Acoustic",1985-09-12,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1985","Acoustic",1986-02-11,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1985","Acoustic",1985-09-05,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1985","Acoustic",1985-09-05,"MISMATCH"
"27","Awun_Lake",NA,NA,NA,"1986","Acoustic",1986-09-04,"MISMATCH"
"27","Awun_Lake",NA,NA,NA,"1986","Acoustic",1986-09-05,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1986","Acoustic",1986-05-09,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1986","Acoustic",1986-05-10,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1986","Acoustic",1986-06-12,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1986","Acoustic",1986-06-29,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1986","Acoustic",1986-07-06,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1986","Acoustic",1986-07-14,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1986","Acoustic",1987-01-20,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1986","Acoustic",1986-07-29,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1986","Acoustic",1986-07-30,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1986","Acoustic",1986-11-08,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1986","Acoustic",1986-11-09,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1986","Acoustic",1986-07-29,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1986","Acoustic",1986-07-30,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1986","Acoustic",1986-11-08,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1986","Acoustic",1986-11-09,"MISMATCH"
"44","Muriel_Lake",NA,NA,NA,"1986","Acoustic",1986-11-03,"MISMATCH"
"44","Muriel_Lake",NA,NA,NA,"1986","Acoustic",1986-11-04,"MISMATCH"
"44","Muriel_Lake",NA,NA,NA,"1986","Acoustic",1986-11-05,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1986","Acoustic",1986-08-15,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1986","Acoustic",1986-08-15,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1987","Acoustic",1987-06-02,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1987","Acoustic",1987-07-18,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1987","Acoustic",1987-09-08,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1987","Acoustic",1987-07-17,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1987","Acoustic",1987-09-09,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1987","Acoustic",1987-08-02,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1987","Acoustic",1987-10-27,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1987","Acoustic",1987-08-02,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1987","Acoustic",1987-10-27,"MISMATCH"
"175","Tuya_Lake",NA,NA,NA,"1987","Acoustic",1987-09-09,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1988","Acoustic",1988-08-26,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1988","Acoustic",1988-05-29,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1988","Acoustic",1988-07-18,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1988","Acoustic",1988-10-17,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1988","Acoustic",1989-02-24,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1988","Acoustic",1988-09-13,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1988","Acoustic",1988-09-13,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1988","Acoustic",1988-08-02,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1988","Acoustic",1988-08-02,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1988","Acoustic",1988-10-11,"MISMATCH"
"64","Tahltan_Lake",NA,NA,NA,"1988","Acoustic",1988-08-28,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1989","Acoustic",1989-07-29,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1989","Acoustic",1989-10-25,"MISMATCH"
"26","Ian_Lake",NA,NA,NA,"1989","Acoustic",1989-08-16,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1989","Acoustic",1989-06-24,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1989","Acoustic",1989-09-15,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1989","Acoustic",1990-03-01,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1989","Acoustic",1989-06-24,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1989","Acoustic",1989-09-15,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1989","Acoustic",1990-03-01,"MISMATCH"
"153","Nahmint_Lake",NA,NA,NA,"1989","Acoustic",1989-09-30,"MISMATCH"
"121","Nahwitti_Lake",NA,NA,NA,"1989","Acoustic",1989-04-30,"MISMATCH"
"21","Nimpkish_Lake",NA,NA,NA,"1989","Acoustic",1989-09-13,"MISMATCH"
"21","Nimpkish_Lake",NA,NA,NA,"1989","Acoustic",1989-09-14,"MISMATCH"
"122","Quatse_Lake",NA,NA,NA,"1989","Acoustic",1989-04-28,"MISMATCH"
"122","Quatse_Lake",NA,NA,NA,"1989","Acoustic",1989-08-08,"MISMATCH"
"24","Schoen_Lake",NA,NA,NA,"1989","Acoustic",1989-08-05,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1989","Acoustic",1989-05-06,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1989","Acoustic",1989-08-12,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1989","Acoustic",1989-05-06,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1989","Acoustic",1989-08-12,"MISMATCH"
"23","Vernon_Lake",NA,NA,NA,"1989","Acoustic",1989-08-04,"MISMATCH"
"69","Yakoun_Lake",NA,NA,NA,"1989","Acoustic",1989-08-14,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1990","Acoustic",1990-05-29,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1990","Acoustic",1990-07-18,"MISMATCH"
"44","Muriel_Lake",NA,NA,NA,"1990","Acoustic",1990-04-26,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1990","Acoustic",1990-08-19,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1990","Acoustic",1990-08-19,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1990","Acoustic",1991-02-06,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1990","Acoustic",1991-02-09,"MISMATCH"
"27","Awun_Lake",NA,NA,NA,"1991","Acoustic",1991-10-24,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1991","Acoustic",1991-06-06,"MISMATCH"
"25","Eden_Lake",NA,NA,NA,"1991","Acoustic",1991-10-22,"MISMATCH"
"213","Kwinageese_Lake",NA,NA,NA,"1991","Acoustic",1991-09-07,"MISMATCH"
"213","Kwinageese_Lake",NA,NA,NA,"1991","Acoustic",1991-09-08,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1991","Acoustic",1992-03-04,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1991","Acoustic",1992-03-04,"MISMATCH"
"24","Schoen_Lake",NA,NA,NA,"1991","Acoustic",1992-03-15,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1991","Acoustic",1991-10-29,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1991","Acoustic",1991-10-29,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1991","Acoustic",1991-10-16,"MISMATCH"
"65","Takla_Lake",NA,NA,NA,"1991","Acoustic",1991-08-12,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1992","Acoustic",1992-06-17,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1992","Acoustic",1992-08-06,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1992","Acoustic",1992-11-30,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1992","Acoustic",1993-02-23,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1992","Acoustic",1992-07-15,"MISMATCH"
"3","Henderson_Lake",NA,NA,NA,"1992","Acoustic",1992-06-23,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-05-27,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-06-16,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-06-24,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-08-06,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-08-07,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-08-19,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-09-01,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-09-02,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-09-03,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1992","Acoustic",1992-09-04,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1992","Acoustic",1993-02-10,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1992","Acoustic",1993-02-11,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1992","Acoustic",1992-07-13,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1992","Acoustic",1992-10-12,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1992","Acoustic",1992-07-13,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1992","Acoustic",1992-10-12,"MISMATCH"
"21","Nimpkish_Lake",NA,NA,NA,"1992","Acoustic",1992-08-09,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1992","Acoustic",1992-08-01,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1992","Acoustic",1992-08-01,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1992","Acoustic",1992-07-13,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1993","Acoustic",1993-07-13,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1993","Acoustic",1994-02-18,"MISMATCH"
"25","Eden_Lake",NA,NA,NA,"1993","Acoustic",1993-08-20,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1993","Acoustic",1993-07-28,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1993","Acoustic",1993-10-13,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1993","Acoustic",1994-02-02,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1993","Acoustic",1993-06-30,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1993","Acoustic",1993-07-14,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1993","Acoustic",1993-07-15,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1993","Acoustic",1993-08-11,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1993","Acoustic",1993-08-12,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1993","Acoustic",1993-10-27,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1993","Acoustic",1994-02-19,"MISMATCH"
"26","Ian_Lake",NA,NA,NA,"1993","Acoustic",1993-08-21,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1993","Acoustic",1993-10-21,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1993","Acoustic",1994-02-10,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1993","Acoustic",1993-10-22,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1993","Acoustic",1994-02-09,"MISMATCH"
"176","L_Trapper_Lake",NA,NA,NA,"1993","Acoustic",1993-09-07,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1993","Acoustic",1993-07-23,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1993","Acoustic",1994-03-08,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1993","Acoustic",1993-07-23,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1993","Acoustic",1994-03-08,"MISMATCH"
"224","Nakina_Lake",NA,NA,NA,"1993","Acoustic",1993-09-05,"MISMATCH"
"21","Nimpkish_Lake",NA,NA,NA,"1993","Acoustic",1994-03-05,"MISMATCH"
"24","Schoen_Lake",NA,NA,NA,"1993","Acoustic",1993-11-14,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1993","Acoustic",1993-08-17,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1993","Acoustic",1993-08-17,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1993","Acoustic",1993-07-27,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1993","Acoustic",1993-10-12,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1993","Acoustic",1994-01-31,"MISMATCH"
"67","Trapper_Lake",NA,NA,NA,"1993","Acoustic",1993-09-10,"MISMATCH"
"175","Tuya_Lake",NA,NA,NA,"1993","Acoustic",1993-08-30,"MISMATCH"
"23","Vernon_Lake",NA,NA,NA,"1993","Acoustic",1993-11-19,"MISMATCH"
"22","Woss_Lake",NA,NA,NA,"1993","Acoustic",1993-11-18,"MISMATCH"
"22","Woss_Lake",NA,NA,NA,"1993","Acoustic",1993-11-19,"MISMATCH"
"69","Yakoun_Lake",NA,NA,NA,"1993","Acoustic",1993-08-23,"MISMATCH"
"27","Awun_Lake",NA,NA,NA,"1994","Acoustic",1994-09-02,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1994","Acoustic",1994-06-24,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1994","Acoustic",1994-06-25,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1994","Acoustic",1994-07-28,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1994","Acoustic",1994-07-29,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1994","Acoustic",1994-11-23,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1994","Acoustic",1995-03-04,"MISMATCH"
"25","Eden_Lake",NA,NA,NA,"1994","Acoustic",1994-09-08,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1994","Acoustic",1994-10-20,"MISMATCH"
"3","Henderson_Lake",NA,NA,NA,"1994","Acoustic",1994-06-26,"MISMATCH"
"3","Henderson_Lake",NA,NA,NA,"1994","Acoustic",1994-06-27,"MISMATCH"
"3","Henderson_Lake",NA,NA,NA,"1994","Acoustic",1994-08-10,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1994","Acoustic",1994-06-22,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1994","Acoustic",1994-07-26,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1994","Acoustic",1994-07-27,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1994","Acoustic",1994-08-13,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1994","Acoustic",1994-08-14,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1994","Acoustic",1994-11-24,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1994","Acoustic",1995-03-03,"MISMATCH"
"26","Ian_Lake",NA,NA,NA,"1994","Acoustic",1994-09-06,"MISMATCH"
"26","Ian_Lake",NA,NA,NA,"1994","Acoustic",1994-09-07,"MISMATCH"
"26","Ian_Lake",NA,NA,NA,"1994","Acoustic",1994-09-08,"MISMATCH"
"226","Johanson_Lake",NA,NA,NA,"1994","Acoustic",1994-08-25,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1994","Acoustic",1994-10-28,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1994","Acoustic",1995-01-13,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1994","Acoustic",1994-11-01,"MISMATCH"
"176","L_Trapper_Lake",NA,NA,NA,"1994","Acoustic",1994-09-08,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1994","Acoustic",1995-03-23,"MISMATCH"
"802","Long_Lake_(B)",NA,NA,NA,"1994","Acoustic",1995-03-23,"MISMATCH"
"118","Megin_Lake",NA,NA,NA,"1994","Acoustic",1994-10-03,"MISMATCH"
"118","Megin_Lake",NA,NA,NA,"1994","Acoustic",1995-03-27,"MISMATCH"
"45","Muchalat_Lake",NA,NA,NA,"1994","Acoustic",1994-10-02,"MISMATCH"
"224","Nakina_Lake",NA,NA,NA,"1994","Acoustic",1994-09-26,"MISMATCH"
"21","Nimpkish_Lake",NA,NA,NA,"1994","Acoustic",1995-02-07,"MISMATCH"
"24","Schoen_Lake",NA,NA,NA,"1994","Acoustic",1994-10-10,"MISMATCH"
"156","Skidegate_Lake_NE",NA,NA,NA,"1994","Acoustic",1994-08-30,"MISMATCH"
"155","Skidegate_Lake_SW",NA,NA,NA,"1994","Acoustic",1994-08-28,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1994","Acoustic",1994-10-19,"MISMATCH"
"2","Sproat_Lake",NA,NA,NA,"1994","Acoustic",1995-01-24,"MISMATCH"
"225","Sustut_Lake",NA,NA,NA,"1994","Acoustic",1994-08-23,"MISMATCH"
"64","Tahltan_Lake",NA,NA,NA,"1994","Acoustic",1994-09-18,"MISMATCH"
"66","Tatsamenie_Lake",NA,NA,NA,"1994","Acoustic",1994-09-13,"MISMATCH"
"67","Trapper_Lake",NA,NA,NA,"1994","Acoustic",1994-09-11,"MISMATCH"
"175","Tuya_Lake",NA,NA,NA,"1994","Acoustic",1994-09-02,"MISMATCH"
"23","Vernon_Lake",NA,NA,NA,"1994","Acoustic",1994-10-05,"MISMATCH"
"22","Woss_Lake",NA,NA,NA,"1994","Acoustic",1994-10-06,"MISMATCH"
"69","Yakoun_Lake",NA,NA,NA,"1994","Acoustic",1994-08-04,"MISMATCH"
"69","Yakoun_Lake",NA,NA,NA,"1994","Acoustic",1994-08-31,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1995","Acoustic",1995-06-24,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1995","Acoustic",1995-06-25,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1995","Acoustic",1995-06-26,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1995","Acoustic",1995-07-28,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1995","Acoustic",1995-07-29,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1995","Acoustic",1995-07-30,"MISMATCH"
"107","Cheewhat_Lake",NA,NA,NA,"1995","Acoustic",1996-02-16,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1995","Acoustic",1995-07-14,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1995","Acoustic",1995-07-15,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1995","Acoustic",1995-11-23,"MISMATCH"
"1","Great_Central_Lake",NA,NA,NA,"1995","Acoustic",1996-02-01,"MISMATCH"
"3","Henderson_Lake",NA,NA,NA,"1995","Acoustic",1996-02-12,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1995-06-23,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1995-06-24,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1995-06-25,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1995-07-29,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1995-07-30,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1995-07-31,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1995-08-30,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1995-08-31,"MISMATCH"
"6","Hobiton_Lake",NA,NA,NA,"1995","Acoustic",1996-02-15,"MISMATCH"
"26","Ian_Lake",NA,NA,NA,"1995","Acoustic",1995-09-05,"MISMATCH"
"26","Ian_Lake",NA,NA,NA,"1995","Acoustic",1995-09-06,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1995","Acoustic",1995-07-25,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1995","Acoustic",1995-07-26,"MISMATCH"
"40","Kennedy_Lake_(Clay)",NA,NA,NA,"1995","Acoustic",1995-10-27,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1995","Acoustic",1995-07-24,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1995","Acoustic",1995-07-25,"MISMATCH"
"41","Kennedy_Lake_(Main)",NA,NA,NA,"1995","Acoustic",1995-10-28,"MISMATCH"
"176","L_Trapper_Lake",NA,NA,NA,"1995","Acoustic",1995-09-14,"MISMATCH"
"801","Long_Lake_(A)",NA,NA,NA,"1995","Acoustic",1995-08-31,"MISMATCH"
